County,Registered Voters,Randy_Election Day Votes,Randy_Advanced Voting Votes,Randy_Absentee by Mail Votes,Randy_Provisional Votes,Randy_Choice Total,Total,Dennis Bell (I) (Rep)_Election Day Votes,Dennis Bell (I) (Rep)_Advanced Voting Votes,Dennis Bell (I) (Rep)_Absentee by Mail Votes,Dennis Bell (I) (Rep)_Provisional Votes,Dennis Bell (I) (Rep)_Choice Total,Greg James (I) (Rep)_Election Day Votes,Greg James (I) (Rep)_Advanced Voting Votes,Greg James (I) (Rep)_Absentee by Mail Votes,Greg James (I) (Rep)_Provisional Votes,Greg James (I) (Rep)_Choice Total,Betty C. Hill (I) (Dem)_Election Day Votes,Betty C. Hill (I) (Dem)_Advanced Voting Votes,Betty C. Hill (I) (Dem)_Absentee by Mail Votes,Betty C. Hill (I) (Dem)_Provisional Votes,Betty C. Hill (I) (Dem)_Choice Total,calc_participation,Rep_total,Rep_steal,Dem_total
Brantley,11888.0,1672.0,3409.0,649.0,7.0,5737.0,5737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,0.0,0.0,0.0
Peach,8967.0,0.0,0.0,0.0,0.0,0.0,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,945.0,455.0,1.0,1667.0,18.6,0.0,0.0,1667.0
Rabun,13072.0,0.0,0.0,0.0,0.0,0.0,8285.0,0.0,0.0,0.0,0.0,0.0,1309.0,4954.0,2022.0,0.0,8285.0,0.0,0.0,0.0,0.0,0.0,63.4,8285.0,8285.0,0.0
Stephens,0.0,0.0,0.0,0.0,0.0,0.0,10241.0,1394.0,7171.0,1672.0,4.0,10241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10241.0,0.0,0.0
