County,Registered Voters,Chris Summers_Election Day Votes,Chris Summers_Advanced Voting Votes,Chris Summers_Absentee by Mail Votes,Chris Summers_Provisional Votes,Chris Summers_Choice Total,Brett Thomas_Election Day Votes,Brett Thomas_Advanced Voting Votes,Brett Thomas_Absentee by Mail Votes,Brett Thomas_Provisional Votes,Brett Thomas_Choice Total,Total,calc_participation
Oconee,3910.0,72.0,292.0,119.0,0.0,483.0,135.0,693.0,220.0,0.0,1048.0,1531.0,39.2
