County,Registered Voters,Lyndsey Rudder (Rep)_Election Day Votes,Lyndsey Rudder (Rep)_Advanced Voting Votes,Lyndsey Rudder (Rep)_Absentee by Mail Votes,Lyndsey Rudder (Rep)_Provisional Votes,Lyndsey Rudder (Rep)_Choice Total,Betsy Holland (I) (Dem)_Election Day Votes,Betsy Holland (I) (Dem)_Advanced Voting Votes,Betsy Holland (I) (Dem)_Absentee by Mail Votes,Betsy Holland (I) (Dem)_Provisional Votes,Betsy Holland (I) (Dem)_Choice Total,Total,calc_participation
Fulton,52398.0,2083.0,9723.0,3631.0,84.0,15521.0,1717.0,12221.0,7404.0,78.0,21420.0,36941.0,70.5
