County,Registered Voters,Matt Bryan (I) (Dem)_Election Day Votes,Matt Bryan (I) (Dem)_Advanced Voting Votes,Matt Bryan (I) (Dem)_Absentee by Mail Votes,Matt Bryan (I) (Dem)_Provisional Votes,Matt Bryan (I) (Dem)_Choice Total,Total,calc_participation
Baker,2258.0,340.0,551.0,310.0,2.0,1203.0,1203.0,53.3
