County,Registered Voters,Sheri Smallwood Gilligan (I) (Rep)_Election Day Votes,Sheri Smallwood Gilligan (I) (Rep)_Advanced Voting Votes,Sheri Smallwood Gilligan (I) (Rep)_Absentee by Mail Votes,Sheri Smallwood Gilligan (I) (Rep)_Provisional Votes,Sheri Smallwood Gilligan (I) (Rep)_Choice Total,Natalie Bucsko (Dem)_Election Day Votes,Natalie Bucsko (Dem)_Advanced Voting Votes,Natalie Bucsko (Dem)_Absentee by Mail Votes,Natalie Bucsko (Dem)_Provisional Votes,Natalie Bucsko (Dem)_Choice Total,Total,calc_participation
Forsyth,82398.0,3001.0,20012.0,4888.0,11.0,27912.0,807.0,5704.0,3621.0,4.0,10136.0,38048.0,46.2
