County,Registered Voters,Rhonda Lemons_Election Day Votes,Rhonda Lemons_Advanced Voting Votes,Rhonda Lemons_Absentee by Mail Votes,Rhonda Lemons_Provisional Votes,Rhonda Lemons_Choice Total,Sidney Swan_Election Day Votes,Sidney Swan_Advanced Voting Votes,Sidney Swan_Absentee by Mail Votes,Sidney Swan_Provisional Votes,Sidney Swan_Choice Total,Total,calc_participation
Washington,2512.0,45.0,70.0,39.0,1.0,155.0,22.0,33.0,15.0,0.0,70.0,225.0,9.0
