County,Registered Voters,Jerry G. Legg (I)_Election Day Votes,Jerry G. Legg (I)_Advanced Voting Votes,Jerry G. Legg (I)_Absentee by Mail Votes,Jerry G. Legg (I)_Provisional Votes,Jerry G. Legg (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,28962.0,242.0,1111.0,312.0,0.0,1665.0,1665.0,5.7,1665.0
