County,Registered Voters,David Lee Barnes (I) (Dem)_Election Day Votes,David Lee Barnes (I) (Dem)_Advanced Voting Votes,David Lee Barnes (I) (Dem)_Absentee by Mail Votes,David Lee Barnes (I) (Dem)_Provisional Votes,David Lee Barnes (I) (Dem)_Choice Total,Total,calc_participation
Calhoun,721.0,143.0,161.0,133.0,0.0,437.0,437.0,60.6
