County,Registered Voters,Carole C. Boyce (I) (Rep)_Election Day Votes,Carole C. Boyce (I) (Rep)_Advanced Voting Votes,Carole C. Boyce (I) (Rep)_Absentee by Mail Votes,Carole C. Boyce (I) (Rep)_Provisional Votes,Carole C. Boyce (I) (Rep)_Choice Total,Karen Watkins (Dem)_Election Day Votes,Karen Watkins (Dem)_Advanced Voting Votes,Karen Watkins (Dem)_Absentee by Mail Votes,Karen Watkins (Dem)_Provisional Votes,Karen Watkins (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Gwinnett,133255.0,7252.0,22755.0,8988.0,23.0,39018.0,7143.0,31998.0,16654.0,41.0,55836.0,94854.0,71.2,39018.0,55836.0
