County,Registered Voters,Soo Hong (Rep)_Election Day Votes,Soo Hong (Rep)_Advanced Voting Votes,Soo Hong (Rep)_Absentee by Mail Votes,Soo Hong (Rep)_Provisional Votes,Soo Hong (Rep)_Choice Total,Gregg Kennard (I) (Dem)_Election Day Votes,Gregg Kennard (I) (Dem)_Advanced Voting Votes,Gregg Kennard (I) (Dem)_Absentee by Mail Votes,Gregg Kennard (I) (Dem)_Provisional Votes,Gregg Kennard (I) (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Gwinnett,43241.0,2984.0,7072.0,3254.0,3.0,13313.0,2075.0,7217.0,4837.0,5.0,14134.0,27447.0,63.5,13313.0,14134.0
