County,Registered Voters,Laurie McClain (Rep)_Election Day Votes,Laurie McClain (Rep)_Advanced Voting Votes,Laurie McClain (Rep)_Absentee by Mail Votes,Laurie McClain (Rep)_Provisional Votes,Laurie McClain (Rep)_Choice Total,Kirkland Carden (Dem)_Election Day Votes,Kirkland Carden (Dem)_Advanced Voting Votes,Kirkland Carden (Dem)_Absentee by Mail Votes,Kirkland Carden (Dem)_Provisional Votes,Kirkland Carden (Dem)_Choice Total,Total,calc_participation
Gwinnett,147628.0,9022.0,22086.0,10657.0,46.0,41811.0,8274.0,26023.0,18351.0,57.0,52705.0,94516.0,64.0
