County,Registered Voters,Gene Hair (I)_Election Day Votes,Gene Hair (I)_Advanced Voting Votes,Gene Hair (I)_Absentee by Mail Votes,Gene Hair (I)_Provisional Votes,Gene Hair (I)_Choice Total,Total,calc_participation
Columbia,127380.0,16271.0,37772.0,12021.0,64.0,66128.0,66128.0,51.9
