County,Registered Voters,Shaw Blackmon (I) (Rep)_Election Day Votes,Shaw Blackmon (I) (Rep)_Advanced Voting Votes,Shaw Blackmon (I) (Rep)_Absentee by Mail Votes,Shaw Blackmon (I) (Rep)_Provisional Votes,Shaw Blackmon (I) (Rep)_Choice Total,Total,calc_participation
Houston,56856.0,6475.0,13748.0,5505.0,18.0,25746.0,25746.0,45.3
