County,Registered Voters,"David W. Mullis, Jr. (I)_Election Day Votes","David W. Mullis, Jr. (I)_Advanced Voting Votes","David W. Mullis, Jr. (I)_Absentee by Mail Votes","David W. Mullis, Jr. (I)_Provisional Votes","David W. Mullis, Jr. (I)_Choice Total",Total,calc_participation,Ind_total
Walton,2149.0,93.0,84.0,21.0,0.0,198.0,198.0,9.2,198.0
