County,Registered Voters,Scott V. Lamb (Rep)_Election Day Votes,Scott V. Lamb (Rep)_Advanced Voting Votes,Scott V. Lamb (Rep)_Absentee by Mail Votes,Scott V. Lamb (Rep)_Provisional Votes,Scott V. Lamb (Rep)_Choice Total,Total,calc_participation
Glascock,2039.0,392.0,718.0,185.0,0.0,1295.0,1295.0,63.5
