County,Registered Voters,"Charles E. """"Chuck"""" Martin (I) (Rep)_Election Day Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_Advanced Voting Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_Absentee by Mail Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_Provisional Votes","Charles E. """"Chuck"""" Martin (I) (Rep)_Choice Total",Jason T. Hayes (Dem)_Election Day Votes,Jason T. Hayes (Dem)_Advanced Voting Votes,Jason T. Hayes (Dem)_Absentee by Mail Votes,Jason T. Hayes (Dem)_Provisional Votes,Jason T. Hayes (Dem)_Choice Total,Total,calc_participation
Fulton,43208.0,1972.0,11185.0,3758.0,59.0,16974.0,1037.0,8947.0,5119.0,63.0,15166.0,32140.0,74.4
