County,Registered Voters,Jesse Houle_Election Day Votes,Jesse Houle_Advanced Voting Votes,Jesse Houle_Absentee by Mail Votes,Jesse Houle_Provisional Votes,Jesse Houle_Choice Total,Chad Lowery_Election Day Votes,Chad Lowery_Advanced Voting Votes,Chad Lowery_Absentee by Mail Votes,Chad Lowery_Provisional Votes,Chad Lowery_Choice Total,Total,calc_participation
Clarke,9346.0,429.0,1398.0,1358.0,2.0,3187.0,471.0,1175.0,915.0,0.0,2561.0,5748.0,61.5
