County,Registered Voters,"Carl Spano, Jr._Election Day Votes","Carl Spano, Jr._Advanced Voting Votes","Carl Spano, Jr._Absentee by Mail Votes","Carl Spano, Jr._Provisional Votes","Carl Spano, Jr._Choice Total",June Yeomans_Election Day Votes,June Yeomans_Advanced Voting Votes,June Yeomans_Absentee by Mail Votes,June Yeomans_Provisional Votes,June Yeomans_Choice Total,Total,calc_participation
Lowndes,3967.0,73.0,77.0,22.0,0.0,172.0,75.0,107.0,37.0,3.0,222.0,394.0,9.9
