County,Registered Voters,Ginger Morris (Rep)_Election Day Votes,Ginger Morris (Rep)_Advanced Voting Votes,Ginger Morris (Rep)_Absentee by Mail Votes,Ginger Morris (Rep)_Provisional Votes,Ginger Morris (Rep)_Choice Total,Thadeus Holloway (Dem)_Election Day Votes,Thadeus Holloway (Dem)_Advanced Voting Votes,Thadeus Holloway (Dem)_Absentee by Mail Votes,Thadeus Holloway (Dem)_Provisional Votes,Thadeus Holloway (Dem)_Choice Total,Total,calc_participation
Montgomery,1875.0,162.0,366.0,85.0,0.0,613.0,150.0,249.0,139.0,0.0,538.0,1151.0,61.4
