,Precinct,County,Registered Voters,Brenda M. Weathersby (I) (Dem)_Election Day Votes,Brenda M. Weathersby (I) (Dem)_Advanced Voting Votes,Brenda M. Weathersby (I) (Dem)_Absentee by Mail Votes,Brenda M. Weathersby (I) (Dem)_Provisional Votes,Brenda M. Weathersby (I) (Dem)_Choice Total,Total,calc_participation
0,Morgan,Calhoun,662.0,83.0,216.0,105.0,0.0,404.0,404.0,61.0
