County,Registered Voters,Karen Krupp (I) (Rep)_Election Day Votes,Karen Krupp (I) (Rep)_Advanced Voting Votes,Karen Krupp (I) (Rep)_Absentee by Mail Votes,Karen Krupp (I) (Rep)_Provisional Votes,Karen Krupp (I) (Rep)_Choice Total,Total,calc_participation,Rep_total
Bryan,30608.0,3089.0,11992.0,2455.0,6.0,17542.0,17542.0,57.3,17542.0
