County,Registered Voters,Alex B. Kaufman (Rep)_Election Day Votes,Alex B. Kaufman (Rep)_Advanced Voting Votes,Alex B. Kaufman (Rep)_Absentee by Mail Votes,Alex B. Kaufman (Rep)_Provisional Votes,Alex B. Kaufman (Rep)_Choice Total,Josh McLaurin (I) (Dem)_Election Day Votes,Josh McLaurin (I) (Dem)_Advanced Voting Votes,Josh McLaurin (I) (Dem)_Absentee by Mail Votes,Josh McLaurin (I) (Dem)_Provisional Votes,Josh McLaurin (I) (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Fulton,42060.0,1503.0,8843.0,2877.0,51.0,13274.0,1428.0,9875.0,5028.0,67.0,16398.0,29672.0,70.5,13274.0,16398.0
