County,Registered Voters,Calvin Smyre (I) (Dem)_Election Day Votes,Calvin Smyre (I) (Dem)_Advanced Voting Votes,Calvin Smyre (I) (Dem)_Absentee by Mail Votes,Calvin Smyre (I) (Dem)_Provisional Votes,Calvin Smyre (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Muscogee,40062.0,2293.0,6002.0,4097.0,15.0,12407.0,12407.0,31.0,12407.0
