County,Registered Voters,Le'Joi Williamson (Dem)_Election Day Votes,Le'Joi Williamson (Dem)_Advanced Voting Votes,Le'Joi Williamson (Dem)_Absentee by Mail Votes,Le'Joi Williamson (Dem)_Provisional Votes,Le'Joi Williamson (Dem)_Choice Total,Total,calc_participation,Dem_total
Richmond,134749.0,16470.0,31490.0,23712.0,156.0,71828.0,71828.0,53.3,71828.0
