County,Registered Voters,Keith Prather (I)_Election Day Votes,Keith Prather (I)_Advanced Voting Votes,Keith Prather (I)_Absentee by Mail Votes,Keith Prather (I)_Provisional Votes,Keith Prather (I)_Choice Total,Total,calc_participation,Ind_total
Walton,2149.0,101.0,89.0,22.0,0.0,212.0,212.0,9.9,212.0
