County,Registered Voters,Jodi Lott (I) (Rep)_Election Day Votes,Jodi Lott (I) (Rep)_Advanced Voting Votes,Jodi Lott (I) (Rep)_Absentee by Mail Votes,Jodi Lott (I) (Rep)_Provisional Votes,Jodi Lott (I) (Rep)_Choice Total,Doris O. Crutchfield (Dem)_Election Day Votes,Doris O. Crutchfield (Dem)_Advanced Voting Votes,Doris O. Crutchfield (Dem)_Absentee by Mail Votes,Doris O. Crutchfield (Dem)_Provisional Votes,Doris O. Crutchfield (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Columbia,48799.0,6016.0,16059.0,3987.0,19.0,26081.0,1560.0,5892.0,3763.0,9.0,11224.0,37305.0,76.4,26081.0,11224.0
