County,Registered Voters,Omeeka Loggins (I) (Dem)_Election Day Votes,Omeeka Loggins (I) (Dem)_Advanced Voting Votes,Omeeka Loggins (I) (Dem)_Absentee by Mail Votes,Omeeka Loggins (I) (Dem)_Provisional Votes,Omeeka Loggins (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Richmond,134749.0,16369.0,31295.0,23495.0,151.0,71310.0,71310.0,52.9,71310.0
