County,Registered Voters,Donald Ayres (I)_Election Day Votes,Donald Ayres (I)_Advanced Voting Votes,Donald Ayres (I)_Absentee by Mail Votes,Donald Ayres (I)_Provisional Votes,Donald Ayres (I)_Choice Total,"Robert L. Hosack, Jr. (I)_Election Day Votes","Robert L. Hosack, Jr. (I)_Advanced Voting Votes","Robert L. Hosack, Jr. (I)_Absentee by Mail Votes","Robert L. Hosack, Jr. (I)_Provisional Votes","Robert L. Hosack, Jr. (I)_Choice Total",Total,calc_participation,Ind_total,Ind_steal
Cobb,537611.0,53832.0,129863.0,103894.0,264.0,287853.0,51752.0,125675.0,100066.0,291.0,277784.0,565637.0,105.2,565637.0,277784.0
