County,Registered Voters,Zulma Lopez (Dem)_Election Day Votes,Zulma Lopez (Dem)_Advanced Voting Votes,Zulma Lopez (Dem)_Absentee by Mail Votes,Zulma Lopez (Dem)_Provisional Votes,Zulma Lopez (Dem)_Choice Total,Total,calc_participation,Dem_total
DeKalb,47357.0,3270.0,11539.0,8345.0,55.0,23209.0,23209.0,49.0,23209.0
