,Precinct,County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,calc_participation
950,Courthouse,Baldwin,506.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,32.0,6.0,0.0,44.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,11.0,8.0,0.0,25.0,1.0,4.0,2.0,0.0,7.0,3.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,6.0,2.0,0.0,9.0,14.0,26.0,7.0,0.0,47.0,1.0,5.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,3.0,0.0,0.0,5.0,14.0,48.0,47.0,0.0,109.0,2.0,1.0,1.0,0.0,4.0,286.0,56.5
947,South Milledgeville,Baldwin,1259.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,12.0,38.0,11.0,0.0,61.0,3.0,1.0,1.0,0.0,5.0,2.0,3.0,1.0,0.0,6.0,0.0,5.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,18.0,46.0,20.0,0.0,84.0,3.0,17.0,9.0,0.0,29.0,3.0,3.0,1.0,0.0,7.0,5.0,10.0,4.0,0.0,19.0,10.0,16.0,4.0,0.0,30.0,14.0,50.0,12.0,0.0,76.0,4.0,7.0,1.0,0.0,12.0,4.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,52.0,194.0,149.0,0.0,395.0,1.0,6.0,1.0,0.0,8.0,759.0,60.3
959,West Hardwick,Baldwin,2903.0,1.0,0.0,4.0,0.0,5.0,1.0,4.0,4.0,0.0,9.0,16.0,99.0,26.0,0.0,141.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,8.0,0.0,2.0,2.0,0.0,4.0,4.0,5.0,2.0,0.0,11.0,39.0,109.0,30.0,0.0,178.0,20.0,27.0,11.0,0.0,58.0,2.0,13.0,2.0,0.0,17.0,18.0,31.0,8.0,0.0,57.0,9.0,22.0,6.0,0.0,37.0,36.0,129.0,38.0,0.0,203.0,8.0,14.0,3.0,0.0,25.0,2.0,7.0,2.0,0.0,11.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,5.0,158.0,422.0,409.0,0.0,989.0,4.0,13.0,9.0,0.0,26.0,1794.0,61.8
951,Fire Dept,Baldwin,1481.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,16.0,52.0,13.0,0.0,81.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,1.0,0.0,8.0,2.0,1.0,1.0,0.0,4.0,1.0,6.0,2.0,0.0,9.0,6.0,53.0,18.0,0.0,77.0,6.0,7.0,5.0,0.0,18.0,1.0,1.0,1.0,0.0,3.0,8.0,19.0,13.0,0.0,40.0,5.0,12.0,6.0,0.0,23.0,21.0,72.0,19.0,0.0,112.0,0.0,7.0,1.0,0.0,8.0,5.0,6.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,57.0,243.0,195.0,0.0,495.0,3.0,7.0,2.0,0.0,12.0,918.0,62.0
952,North Milledgeville,Baldwin,2211.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,8.0,46.0,243.0,54.0,1.0,344.0,0.0,2.0,1.0,0.0,3.0,4.0,3.0,2.0,0.0,9.0,2.0,3.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,7.0,19.0,77.0,21.0,0.0,117.0,8.0,11.0,5.0,0.0,24.0,3.0,8.0,1.0,0.0,12.0,4.0,26.0,11.0,0.0,41.0,15.0,31.0,15.0,0.0,61.0,70.0,256.0,90.0,0.0,416.0,6.0,11.0,0.0,0.0,17.0,3.0,8.0,0.0,0.0,11.0,1.0,3.0,1.0,0.0,5.0,0.0,4.0,4.0,0.0,8.0,2.0,2.0,2.0,0.0,6.0,79.0,282.0,183.0,0.0,544.0,3.0,7.0,2.0,0.0,12.0,1652.0,74.7
953,Meriweather,Baldwin,2832.0,2.0,2.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,8.0,103.0,398.0,82.0,0.0,583.0,1.0,3.0,0.0,0.0,4.0,5.0,10.0,1.0,0.0,16.0,2.0,3.0,0.0,0.0,5.0,6.0,10.0,4.0,0.0,20.0,14.0,49.0,24.0,0.0,87.0,5.0,15.0,6.0,0.0,26.0,7.0,11.0,2.0,0.0,20.0,4.0,24.0,10.0,0.0,38.0,8.0,27.0,14.0,0.0,49.0,121.0,454.0,128.0,0.0,703.0,5.0,8.0,4.0,0.0,17.0,4.0,9.0,1.0,0.0,14.0,2.0,2.0,1.0,0.0,5.0,0.0,5.0,3.0,0.0,8.0,4.0,6.0,3.0,0.0,13.0,72.0,331.0,161.0,0.0,564.0,4.0,4.0,3.0,0.0,11.0,2195.0,77.5
954,East Baldwin,Baldwin,3826.0,2.0,7.0,2.0,0.0,11.0,5.0,4.0,0.0,0.0,9.0,117.0,404.0,65.0,0.0,586.0,1.0,4.0,0.0,0.0,5.0,9.0,13.0,3.0,0.0,25.0,1.0,5.0,1.0,0.0,7.0,4.0,10.0,1.0,0.0,15.0,27.0,88.0,45.0,0.0,160.0,4.0,21.0,16.0,0.0,41.0,15.0,23.0,3.0,0.0,41.0,10.0,22.0,5.0,0.0,37.0,10.0,38.0,10.0,0.0,58.0,132.0,588.0,142.0,0.0,862.0,3.0,17.0,2.0,0.0,22.0,3.0,5.0,0.0,0.0,8.0,0.0,2.0,3.0,0.0,5.0,1.0,4.0,1.0,0.0,6.0,1.0,11.0,3.0,0.0,15.0,118.0,433.0,246.0,0.0,797.0,4.0,12.0,1.0,0.0,17.0,2727.0,71.3
955,Scottsboro,Baldwin,1101.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,48.0,82.0,23.0,0.0,153.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,9.0,2.0,1.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,10.0,19.0,5.0,0.0,34.0,2.0,3.0,4.0,0.0,9.0,8.0,4.0,0.0,0.0,12.0,2.0,6.0,2.0,0.0,10.0,3.0,5.0,4.0,0.0,12.0,64.0,129.0,23.0,3.0,219.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,41.0,87.0,69.0,0.0,197.0,1.0,3.0,1.0,0.0,5.0,691.0,62.8
956,North Baldwin,Baldwin,3515.0,2.0,5.0,3.0,0.0,10.0,2.0,5.0,3.0,0.0,10.0,115.0,555.0,98.0,0.0,768.0,3.0,2.0,0.0,0.0,5.0,3.0,21.0,2.0,0.0,26.0,2.0,4.0,1.0,0.0,7.0,5.0,8.0,7.0,0.0,20.0,7.0,53.0,27.0,0.0,87.0,2.0,18.0,3.0,0.0,23.0,9.0,17.0,0.0,0.0,26.0,1.0,9.0,9.0,0.0,19.0,7.0,45.0,23.0,0.0,75.0,163.0,711.0,147.0,0.0,1021.0,3.0,8.0,1.0,0.0,12.0,3.0,8.0,1.0,0.0,12.0,1.0,4.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,10.0,62.0,270.0,204.0,0.0,536.0,0.0,5.0,4.0,0.0,9.0,2684.0,76.4
957,West Baldwin,Baldwin,1862.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,9.0,50.0,197.0,43.0,0.0,290.0,1.0,3.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,12.0,0.0,2.0,1.0,0.0,3.0,4.0,6.0,1.0,0.0,11.0,13.0,51.0,18.0,0.0,82.0,1.0,8.0,5.0,0.0,14.0,3.0,8.0,0.0,0.0,11.0,5.0,9.0,5.0,0.0,19.0,7.0,11.0,3.0,0.0,21.0,107.0,227.0,54.0,0.0,388.0,3.0,2.0,1.0,0.0,6.0,3.0,4.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,3.0,2.0,1.0,0.0,6.0,70.0,204.0,151.0,0.0,425.0,2.0,3.0,2.0,0.0,7.0,1328.0,71.3
958,East Hardwick,Baldwin,1313.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,16.0,28.0,8.0,0.0,52.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,27.0,31.0,26.0,0.0,84.0,5.0,11.0,6.0,0.0,22.0,1.0,2.0,0.0,0.0,3.0,5.0,13.0,3.0,0.0,21.0,9.0,7.0,6.0,0.0,22.0,17.0,20.0,12.0,0.0,49.0,1.0,2.0,3.0,0.0,6.0,1.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,8.0,75.0,148.0,135.0,0.0,358.0,2.0,3.0,1.0,0.0,6.0,661.0,50.3
960,Coopers,Baldwin,1574.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,89.0,180.0,29.0,0.0,298.0,1.0,4.0,0.0,0.0,5.0,10.0,14.0,3.0,0.0,27.0,3.0,5.0,3.0,0.0,11.0,3.0,1.0,0.0,0.0,4.0,5.0,26.0,12.0,0.0,43.0,0.0,6.0,8.0,0.0,14.0,7.0,12.0,0.0,0.0,19.0,5.0,6.0,1.0,0.0,12.0,3.0,5.0,3.0,0.0,11.0,154.0,204.0,40.0,0.0,398.0,2.0,2.0,2.0,0.0,6.0,2.0,4.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,9.0,40.0,97.0,78.0,0.0,215.0,4.0,1.0,0.0,0.0,5.0,1094.0,69.5
2160,Columbia,Banks,363.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,41.0,125.0,16.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,16.0,34.0,14.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,277.0,76.3
2165,Homer,Banks,1544.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,92.0,408.0,64.0,1.0,565.0,1.0,1.0,2.0,0.0,4.0,4.0,12.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,3.0,3.0,7.0,1.0,0.0,11.0,0.0,8.0,5.0,0.0,13.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,3.0,0.0,13.0,60.0,222.0,51.0,0.0,333.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,8.0,18.0,24.0,22.0,0.0,64.0,1.0,0.0,0.0,0.0,1.0,1057.0,68.5
2164,Hollingsworth,Banks,667.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,179.0,25.0,1.0,252.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,8.0,1.0,1.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,6.0,0.0,1.0,3.0,0.0,4.0,28.0,90.0,23.0,0.0,141.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,16.0,19.0,0.0,38.0,0.0,1.0,0.0,0.0,1.0,477.0,71.5
2163,Grove River,Banks,600.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,59.0,164.0,43.0,0.0,266.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,25.0,65.0,21.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,11.0,7.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,424.0,70.7
2162,Golden Hill,Banks,1008.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,5.0,72.0,224.0,48.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,10.0,2.0,0.0,1.0,1.0,4.0,0.0,3.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,0.0,8.0,40.0,102.0,19.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,5.0,21.0,21.0,1.0,48.0,0.0,0.0,2.0,0.0,2.0,617.0,61.2
2156,Anderson,Banks,1533.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,122.0,349.0,61.0,0.0,532.0,2.0,1.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,4.0,11.0,0.0,0.0,15.0,1.0,3.0,2.0,0.0,6.0,0.0,5.0,0.0,0.0,5.0,77.0,192.0,41.0,1.0,311.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,5.0,6.0,34.0,38.0,0.0,78.0,0.0,1.0,0.0,0.0,1.0,995.0,64.9
2166,Poplar Springs,Banks,1775.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,6.0,130.0,473.0,100.0,1.0,704.0,0.0,1.0,1.0,0.0,2.0,3.0,10.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,6.0,5.0,5.0,2.0,0.0,12.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,10.0,1.0,2.0,1.0,0.0,4.0,5.0,6.0,3.0,0.0,14.0,74.0,225.0,59.0,0.0,358.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,4.0,4.0,1.0,0.0,9.0,8.0,37.0,32.0,0.0,77.0,0.0,2.0,0.0,0.0,2.0,1232.0,69.4
2157,Baldwin,Banks,876.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,203.0,77.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,8.0,6.0,4.0,2.0,0.0,12.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,3.0,0.0,10.0,35.0,97.0,39.0,0.0,171.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,9.0,30.0,27.0,0.0,66.0,1.0,1.0,0.0,0.0,2.0,622.0,71.0
2158,Berlin,Banks,415.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,112.0,11.0,0.0,144.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,18.0,68.0,18.0,1.0,105.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,291.0,70.1
2159,Bushville,Banks,816.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,62.0,176.0,19.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,9.0,2.0,2.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,42.0,102.0,24.0,1.0,169.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,5.0,9.0,12.0,0.0,26.0,1.0,2.0,1.0,0.0,4.0,507.0,62.1
2161,Davids,Banks,1977.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,136.0,434.0,74.0,2.0,646.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,5.0,3.0,7.0,0.0,0.0,10.0,4.0,10.0,6.0,0.0,20.0,1.0,8.0,1.0,0.0,10.0,1.0,4.0,2.0,1.0,8.0,3.0,6.0,1.0,0.0,10.0,2.0,5.0,4.0,0.0,11.0,87.0,267.0,53.0,1.0,408.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,3.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,9.0,13.0,49.0,33.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1270.0,64.2
2168,Wilmonts,Banks,620.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,48.0,153.0,30.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,21.0,94.0,21.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,12.0,9.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,421.0,67.9
2167,Washington,Banks,704.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,49.0,181.0,35.0,1.0,266.0,2.0,2.0,1.0,0.0,5.0,2.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,7.0,3.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,101.0,16.0,0.0,137.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,5.0,22.0,14.0,0.0,41.0,1.0,1.0,0.0,0.0,2.0,489.0,69.5
1137,04 Covenant Life Sanctuary,Barrow,4012.0,1.0,7.0,0.0,0.0,8.0,2.0,12.0,3.0,0.0,17.0,152.0,455.0,84.0,0.0,691.0,5.0,0.0,3.0,0.0,8.0,16.0,21.0,10.0,0.0,47.0,5.0,3.0,2.0,0.0,10.0,13.0,25.0,6.0,0.0,44.0,23.0,59.0,33.0,0.0,115.0,7.0,10.0,7.0,0.0,24.0,5.0,14.0,5.0,0.0,24.0,4.0,18.0,9.0,0.0,31.0,11.0,32.0,20.0,0.0,63.0,234.0,607.0,173.0,0.0,1014.0,8.0,5.0,4.0,0.0,17.0,11.0,14.0,2.0,0.0,27.0,2.0,6.0,3.0,0.0,11.0,0.0,4.0,2.0,0.0,6.0,5.0,22.0,2.0,0.0,29.0,50.0,148.0,116.0,0.0,314.0,1.0,5.0,2.0,0.0,8.0,2508.0,62.5
1141,16 The Church at Winder,Barrow,10348.0,10.0,17.0,2.0,0.0,29.0,10.0,11.0,5.0,0.0,26.0,278.0,916.0,248.0,0.0,1442.0,6.0,10.0,6.0,0.0,22.0,28.0,59.0,15.0,0.0,102.0,9.0,13.0,3.0,0.0,25.0,32.0,55.0,13.0,0.0,100.0,81.0,252.0,122.0,0.0,455.0,24.0,58.0,34.0,0.0,116.0,26.0,51.0,5.0,0.0,82.0,23.0,84.0,54.0,0.0,161.0,41.0,89.0,35.0,0.0,165.0,527.0,1554.0,367.0,2.0,2450.0,18.0,41.0,9.0,0.0,68.0,31.0,48.0,7.0,0.0,86.0,6.0,12.0,7.0,0.0,25.0,2.0,9.0,3.0,0.0,14.0,22.0,64.0,8.0,0.0,94.0,204.0,683.0,493.0,2.0,1382.0,2.0,14.0,10.0,0.0,26.0,6870.0,66.4
