County,Registered Voters,Harry F. Proctor (I)_Election Day Votes,Harry F. Proctor (I)_Advanced Voting Votes,Harry F. Proctor (I)_Absentee by Mail Votes,Harry F. Proctor (I)_Provisional Votes,Harry F. Proctor (I)_Choice Total,Total,calc_participation
Harris,7064.0,1099.0,1599.0,723.0,1.0,3422.0,3422.0,48.4
