,Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
1730,Oakman,Gordon,1439.0,433.0,244.0,84.0,0.0,761.0,29.0,38.0,40.0,0.0,107.0,9.0,9.0,8.0,0.0,26.0,894.0,62.1
1443,Midway,Grady,1412.0,199.0,424.0,128.0,2.0,753.0,37.0,108.0,77.0,0.0,222.0,4.0,6.0,2.0,0.0,12.0,987.0,69.9
1449,Woodland,Grady,2309.0,304.0,894.0,195.0,0.0,1393.0,43.0,132.0,88.0,0.0,263.0,10.0,14.0,4.0,0.0,28.0,1684.0,72.9
1447,Spring Hill,Grady,561.0,117.0,205.0,46.0,0.0,368.0,6.0,22.0,26.0,0.0,54.0,3.0,2.0,2.0,0.0,7.0,429.0,76.5
1446,Spence,Grady,758.0,210.0,189.0,66.0,0.0,465.0,16.0,22.0,24.0,0.0,62.0,2.0,3.0,2.0,0.0,7.0,534.0,70.4
1445,Ragan,Grady,475.0,102.0,110.0,45.0,0.0,257.0,15.0,46.0,41.0,0.0,102.0,2.0,1.0,1.0,0.0,4.0,363.0,76.4
1444,Pine Park,Grady,1003.0,156.0,237.0,57.0,2.0,452.0,58.0,102.0,45.0,0.0,205.0,5.0,5.0,3.0,0.0,13.0,670.0,66.8
1442,Limesink,Grady,320.0,60.0,111.0,25.0,0.0,196.0,2.0,20.0,19.0,0.0,41.0,2.0,0.0,1.0,0.0,3.0,240.0,75.0
1441,Higdon,Grady,854.0,175.0,156.0,83.0,0.0,414.0,59.0,63.0,75.0,0.0,197.0,4.0,1.0,0.0,0.0,5.0,616.0,72.1
1440,Duncanville,Grady,470.0,81.0,126.0,32.0,0.0,239.0,11.0,50.0,52.0,0.0,113.0,0.0,3.0,2.0,0.0,5.0,357.0,76.0
1437,Blowing Cave,Grady,916.0,171.0,287.0,40.0,2.0,500.0,26.0,52.0,28.0,4.0,110.0,5.0,3.0,0.0,0.0,8.0,618.0,67.5
1448,Whigham,Grady,1226.0,218.0,311.0,91.0,0.0,620.0,44.0,99.0,45.0,0.0,188.0,4.0,4.0,3.0,0.0,11.0,819.0,66.8
1438,Cairo 4th District,Grady,2532.0,48.0,193.0,80.0,0.0,321.0,191.0,680.0,340.0,3.0,1214.0,3.0,8.0,5.0,0.0,16.0,1551.0,61.3
1439,Cairo 5th District,Grady,2606.0,161.0,644.0,185.0,1.0,991.0,112.0,401.0,178.0,3.0,694.0,7.0,16.0,4.0,0.0,27.0,1712.0,65.7
1889,Old Salem,Greene,6961.0,467.0,3438.0,940.0,2.0,4847.0,64.0,599.0,542.0,2.0,1207.0,21.0,36.0,20.0,0.0,77.0,6131.0,88.1
1886,Union Point,Greene,1873.0,137.0,369.0,103.0,0.0,609.0,153.0,281.0,215.0,0.0,649.0,11.0,8.0,2.0,0.0,21.0,1279.0,68.3
1887,Siloam,Greene,991.0,67.0,218.0,51.0,0.0,336.0,98.0,139.0,115.0,0.0,352.0,2.0,5.0,1.0,0.0,8.0,696.0,70.2
1888,White Plains,Greene,347.0,29.0,87.0,27.0,0.0,143.0,34.0,58.0,26.0,0.0,118.0,0.0,2.0,0.0,0.0,2.0,263.0,75.8
1885,Greensboro,Greene,3999.0,164.0,945.0,202.0,1.0,1312.0,195.0,755.0,482.0,5.0,1437.0,9.0,20.0,15.0,0.0,44.0,2793.0,69.8
544,ROCKYCREEK A,Gwinnett,5939.0,450.0,1450.0,389.0,0.0,2289.0,279.0,1141.0,642.0,4.0,2066.0,31.0,50.0,21.0,0.0,102.0,4457.0,75.0
577,LAWRENCEVILLE E,Gwinnett,2355.0,155.0,389.0,248.0,1.0,793.0,156.0,385.0,299.0,2.0,842.0,7.0,15.0,15.0,0.0,37.0,1672.0,71.0
546,CATES C,Gwinnett,2903.0,159.0,310.0,191.0,1.0,661.0,180.0,774.0,412.0,3.0,1369.0,20.0,16.0,24.0,0.0,60.0,2090.0,72.0
548,BERKSHIRE D,Gwinnett,2945.0,149.0,484.0,298.0,1.0,932.0,104.0,610.0,515.0,3.0,1232.0,20.0,32.0,21.0,0.0,73.0,2237.0,76.0
549,BERKSHIRE E,Gwinnett,1997.0,159.0,451.0,193.0,0.0,803.0,80.0,359.0,293.0,1.0,733.0,10.0,12.0,12.0,0.0,34.0,1570.0,78.6
550,BERKSHIRE F,Gwinnett,2254.0,161.0,216.0,166.0,0.0,543.0,191.0,372.0,303.0,1.0,867.0,17.0,19.0,13.0,0.0,49.0,1459.0,64.7
551,CATES D,Gwinnett,3755.0,227.0,617.0,310.0,0.0,1154.0,178.0,822.0,574.0,2.0,1576.0,19.0,32.0,21.0,0.0,72.0,2802.0,74.6
552,CATES E,Gwinnett,2942.0,213.0,542.0,310.0,1.0,1066.0,147.0,603.0,479.0,1.0,1230.0,20.0,32.0,20.0,0.0,72.0,2368.0,80.5
553,PINCKNEYVILLE E,Gwinnett,2184.0,110.0,94.0,58.0,2.0,264.0,232.0,482.0,264.0,6.0,984.0,12.0,26.0,16.0,1.0,55.0,1303.0,59.7
554,PINCKNEYVILLE F,Gwinnett,2546.0,114.0,224.0,105.0,1.0,444.0,233.0,463.0,328.0,2.0,1026.0,13.0,24.0,12.0,0.0,49.0,1519.0,59.7
555,DUNCANS D,Gwinnett,7153.0,603.0,2094.0,701.0,3.0,3401.0,286.0,956.0,702.0,0.0,1944.0,32.0,61.0,33.0,0.0,126.0,5471.0,76.5
556,PINCKNEYVILLE H,Gwinnett,4536.0,340.0,720.0,452.0,0.0,1512.0,221.0,884.0,793.0,3.0,1901.0,22.0,31.0,21.0,1.0,75.0,3488.0,76.9
545,CATES B,Gwinnett,1587.0,139.0,320.0,181.0,1.0,641.0,77.0,229.0,190.0,1.0,497.0,15.0,25.0,6.0,0.0,46.0,1184.0,74.6
547,HOG MOUNTAIN D,Gwinnett,3179.0,261.0,674.0,258.0,0.0,1193.0,150.0,475.0,379.0,1.0,1005.0,27.0,38.0,16.0,1.0,82.0,2280.0,71.7
542,HOG MOUNTAIN A,Gwinnett,5011.0,304.0,727.0,304.0,1.0,1336.0,332.0,1091.0,635.0,1.0,2059.0,23.0,28.0,22.0,0.0,73.0,3468.0,69.2
557,BAYCREEK B,Gwinnett,5969.0,251.0,625.0,266.0,3.0,1145.0,420.0,1734.0,784.0,7.0,2945.0,32.0,40.0,24.0,0.0,96.0,4186.0,70.1
520,SUWANEE A,Gwinnett,1737.0,118.0,297.0,133.0,0.0,548.0,96.0,364.0,192.0,1.0,653.0,6.0,27.0,18.0,0.0,51.0,1252.0,72.1
521,BAYCREEK A,Gwinnett,2720.0,247.0,546.0,307.0,0.0,1100.0,127.0,500.0,364.0,0.0,991.0,14.0,18.0,12.0,0.0,44.0,2135.0,78.5
522,GOODWINS A,Gwinnett,3921.0,292.0,559.0,223.0,1.0,1075.0,265.0,783.0,542.0,1.0,1591.0,20.0,27.0,26.0,0.0,73.0,2739.0,69.9
523,DULUTH A,Gwinnett,5042.0,238.0,876.0,433.0,1.0,1548.0,215.0,1035.0,939.0,1.0,2190.0,12.0,44.0,42.0,0.0,98.0,3836.0,76.1
524,DUNCANS A,Gwinnett,4729.0,356.0,1538.0,479.0,1.0,2374.0,129.0,735.0,481.0,0.0,1345.0,13.0,35.0,20.0,1.0,69.0,3788.0,80.1
525,PUCKETTS A,Gwinnett,5692.0,288.0,1962.0,642.0,1.0,2893.0,161.0,823.0,483.0,0.0,1467.0,30.0,53.0,32.0,0.0,115.0,4475.0,78.6
526,CATES A,Gwinnett,2387.0,170.0,470.0,310.0,0.0,950.0,107.0,343.0,274.0,1.0,725.0,15.0,28.0,15.0,0.0,58.0,1733.0,72.6
527,BERKSHIRE A,Gwinnett,2555.0,169.0,238.0,117.0,0.0,524.0,259.0,427.0,316.0,2.0,1004.0,21.0,14.0,6.0,0.0,41.0,1569.0,61.4
528,BERKSHIRE B,Gwinnett,5338.0,127.0,521.0,316.0,3.0,967.0,293.0,1389.0,870.0,5.0,2557.0,15.0,41.0,14.0,0.0,70.0,3594.0,67.3
529,DUNCANS C,Gwinnett,3040.0,331.0,1011.0,296.0,1.0,1639.0,83.0,428.0,279.0,0.0,790.0,15.0,29.0,13.0,0.0,57.0,2486.0,81.8
543,HOG MOUNTAIN B,Gwinnett,4583.0,376.0,1041.0,418.0,3.0,1838.0,186.0,776.0,635.0,2.0,1599.0,20.0,33.0,28.0,0.0,81.0,3518.0,76.8
530,GARNERS A,Gwinnett,3520.0,203.0,775.0,409.0,1.0,1388.0,135.0,703.0,471.0,1.0,1310.0,12.0,39.0,16.0,1.0,68.0,2766.0,78.6
532,LAWRENCEVILLE B,Gwinnett,5097.0,132.0,619.0,274.0,1.0,1026.0,211.0,1469.0,697.0,3.0,2380.0,16.0,42.0,32.0,0.0,90.0,3496.0,68.6
533,MARTINS A,Gwinnett,3303.0,129.0,232.0,119.0,3.0,483.0,319.0,768.0,413.0,2.0,1502.0,25.0,13.0,11.0,1.0,50.0,2035.0,61.6
534,MARTINS B,Gwinnett,3001.0,115.0,338.0,180.0,0.0,633.0,278.0,636.0,353.0,1.0,1268.0,18.0,24.0,13.0,1.0,56.0,1957.0,65.2
535,MARTINS C,Gwinnett,2549.0,164.0,316.0,188.0,1.0,669.0,231.0,494.0,335.0,5.0,1065.0,9.0,18.0,15.0,0.0,42.0,1776.0,69.7
536,PINCKNEYVILLE A,Gwinnett,2791.0,118.0,143.0,84.0,3.0,348.0,315.0,598.0,324.0,5.0,1242.0,21.0,20.0,12.0,0.0,53.0,1643.0,58.9
537,PINCKNEYVILLE B,Gwinnett,3485.0,121.0,240.0,138.0,4.0,503.0,283.0,751.0,376.0,4.0,1414.0,21.0,31.0,11.0,0.0,63.0,1980.0,56.8
538,PINCKNEYVILLE C,Gwinnett,2082.0,249.0,283.0,260.0,1.0,793.0,109.0,336.0,364.0,4.0,813.0,17.0,8.0,22.0,0.0,47.0,1653.0,79.4
539,PINCKNEYVILLE D,Gwinnett,2264.0,79.0,139.0,80.0,2.0,300.0,259.0,439.0,209.0,3.0,910.0,20.0,17.0,10.0,0.0,47.0,1257.0,55.5
540,SUGAR HILL A,Gwinnett,4654.0,401.0,854.0,342.0,2.0,1599.0,240.0,633.0,443.0,1.0,1317.0,23.0,43.0,24.0,2.0,92.0,3008.0,64.6
541,SUGAR HILL B,Gwinnett,5596.0,500.0,1164.0,392.0,13.0,2069.0,273.0,908.0,579.0,5.0,1765.0,34.0,67.0,46.0,0.0,147.0,3981.0,71.1
531,LAWRENCEVILLE A,Gwinnett,3635.0,161.0,492.0,264.0,0.0,917.0,231.0,624.0,399.0,4.0,1258.0,28.0,26.0,14.0,0.0,68.0,2243.0,61.7
558,LAWRENCEVILLE C,Gwinnett,3037.0,282.0,608.0,274.0,0.0,1164.0,138.0,474.0,338.0,1.0,951.0,24.0,31.0,20.0,0.0,75.0,2190.0,72.1
567,PINCKNEYVILLE J,Gwinnett,2613.0,72.0,125.0,65.0,0.0,262.0,263.0,632.0,259.0,2.0,1156.0,16.0,21.0,12.0,0.0,49.0,1467.0,56.1
560,ROCKBRIDGE B,Gwinnett,4177.0,134.0,324.0,162.0,1.0,621.0,299.0,1142.0,605.0,1.0,2047.0,18.0,37.0,11.0,0.0,66.0,2734.0,65.5
582,PINCKNEYVILLE O,Gwinnett,3359.0,95.0,254.0,106.0,0.0,455.0,296.0,789.0,349.0,7.0,1441.0,21.0,19.0,9.0,0.0,49.0,1945.0,57.9
583,PUCKETTS E,Gwinnett,5660.0,283.0,1048.0,405.0,0.0,1736.0,248.0,1130.0,671.0,3.0,2052.0,21.0,38.0,20.0,1.0,80.0,3868.0,68.3
584,CATES I,Gwinnett,3537.0,259.0,589.0,298.0,1.0,1147.0,193.0,820.0,551.0,1.0,1565.0,13.0,14.0,23.0,0.0,50.0,2762.0,78.1
585,CATES J,Gwinnett,3478.0,231.0,445.0,282.0,2.0,960.0,188.0,809.0,531.0,3.0,1531.0,23.0,23.0,30.0,0.0,76.0,2567.0,73.8
586,GOODWINS B,Gwinnett,3960.0,307.0,880.0,320.0,1.0,1508.0,205.0,628.0,538.0,0.0,1371.0,21.0,37.0,26.0,0.0,84.0,2963.0,74.8
587,LAWRENCEVILLE F,Gwinnett,4061.0,169.0,341.0,146.0,0.0,656.0,288.0,1154.0,594.0,4.0,2040.0,23.0,20.0,17.0,0.0,60.0,2756.0,67.9
588,MARTINS E,Gwinnett,6193.0,144.0,213.0,87.0,1.0,445.0,586.0,1413.0,682.0,6.0,2687.0,37.0,49.0,27.0,0.0,113.0,3245.0,52.4
581,BERKSHIRE H,Gwinnett,1987.0,105.0,176.0,147.0,2.0,430.0,151.0,348.0,247.0,3.0,749.0,8.0,14.0,7.0,0.0,29.0,1208.0,60.8
589,PINCKNEYVILLE P,Gwinnett,2185.0,180.0,259.0,244.0,0.0,683.0,179.0,388.0,350.0,2.0,919.0,12.0,11.0,16.0,0.0,39.0,1641.0,75.1
591,ROCKBRIDGE C,Gwinnett,5125.0,128.0,330.0,188.0,2.0,648.0,289.0,1744.0,967.0,5.0,3005.0,20.0,31.0,17.0,0.0,68.0,3721.0,72.6
592,ROCKBRIDGE D,Gwinnett,3642.0,64.0,372.0,191.0,0.0,627.0,200.0,1158.0,629.0,8.0,1995.0,14.0,25.0,16.0,0.0,55.0,2677.0,73.5
593,GOODWINS C,Gwinnett,5804.0,300.0,604.0,322.0,0.0,1226.0,401.0,1235.0,894.0,1.0,2531.0,35.0,31.0,26.0,0.0,92.0,3849.0,66.3
594,BAYCREEK K,Gwinnett,3824.0,156.0,660.0,334.0,0.0,1150.0,151.0,963.0,531.0,0.0,1645.0,19.0,38.0,21.0,0.0,78.0,2873.0,75.1
595,CATES K,Gwinnett,2810.0,242.0,484.0,250.0,3.0,979.0,148.0,557.0,371.0,0.0,1076.0,30.0,29.0,16.0,0.0,75.0,2130.0,75.8
596,BAYCREEK C,Gwinnett,6499.0,317.0,1032.0,356.0,3.0,1708.0,359.0,1771.0,899.0,0.0,3029.0,25.0,45.0,16.0,0.0,86.0,4823.0,74.2
597,CATES L,Gwinnett,4185.0,215.0,585.0,320.0,0.0,1120.0,265.0,955.0,556.0,4.0,1780.0,22.0,41.0,21.0,0.0,84.0,2984.0,71.3
590,PINCKNEYVILLE Q,Gwinnett,1915.0,72.0,62.0,40.0,0.0,174.0,273.0,434.0,210.0,3.0,920.0,16.0,11.0,9.0,0.0,36.0,1130.0,59.0
580,GARNERS D,Gwinnett,3490.0,80.0,264.0,188.0,0.0,532.0,239.0,915.0,605.0,0.0,1759.0,20.0,28.0,16.0,0.0,64.0,2355.0,67.5
579,PINCKNEYVILLE M,Gwinnett,2673.0,340.0,633.0,412.0,0.0,1385.0,87.0,331.0,417.0,0.0,835.0,10.0,15.0,15.0,0.0,40.0,2260.0,84.5
578,PINCKNEYVILLE L,Gwinnett,2330.0,299.0,426.0,441.0,1.0,1167.0,98.0,276.0,441.0,0.0,815.0,11.0,15.0,23.0,0.0,49.0,2031.0,87.2
561,GARNERS B,Gwinnett,3178.0,113.0,389.0,220.0,5.0,727.0,194.0,855.0,467.0,1.0,1517.0,9.0,21.0,22.0,0.0,52.0,2296.0,72.2
562,CATES F,Gwinnett,1787.0,203.0,311.0,230.0,0.0,744.0,106.0,296.0,232.0,1.0,635.0,15.0,17.0,6.0,0.0,38.0,1417.0,79.3
563,CATES G,Gwinnett,2875.0,201.0,671.0,365.0,0.0,1237.0,122.0,531.0,409.0,0.0,1062.0,7.0,23.0,24.0,0.0,54.0,2353.0,81.8
564,DULUTH B,Gwinnett,3551.0,255.0,542.0,349.0,3.0,1149.0,190.0,524.0,549.0,2.0,1265.0,13.0,18.0,21.0,1.0,53.0,2467.0,69.5
565,GARNERS C,Gwinnett,2030.0,134.0,294.0,135.0,0.0,563.0,123.0,446.0,258.0,1.0,828.0,8.0,24.0,11.0,1.0,44.0,1435.0,70.7
566,PINCKNEYVILLE I,Gwinnett,2635.0,106.0,196.0,124.0,0.0,426.0,248.0,563.0,311.0,2.0,1124.0,19.0,18.0,11.0,0.0,48.0,1598.0,60.6
519,DACULA,Gwinnett,4777.0,241.0,914.0,236.0,1.0,1392.0,243.0,1086.0,602.0,1.0,1932.0,20.0,49.0,13.0,0.0,82.0,3406.0,71.3
568,BERKSHIRE G,Gwinnett,2419.0,164.0,495.0,223.0,0.0,882.0,97.0,542.0,316.0,1.0,956.0,17.0,33.0,14.0,0.0,64.0,1902.0,78.6
569,CATES H,Gwinnett,3924.0,105.0,403.0,184.0,0.0,692.0,309.0,931.0,484.0,1.0,1725.0,17.0,32.0,16.0,0.0,65.0,2482.0,63.3
570,SUGAR HILL C,Gwinnett,5085.0,579.0,1227.0,437.0,1.0,2244.0,224.0,760.0,515.0,0.0,1499.0,39.0,58.0,38.0,0.0,135.0,3878.0,76.3
571,SUGAR HILL D,Gwinnett,4624.0,300.0,1155.0,308.0,6.0,1769.0,196.0,748.0,443.0,2.0,1389.0,26.0,49.0,31.0,1.0,107.0,3265.0,70.6
572,DULUTH C,Gwinnett,2229.0,193.0,319.0,200.0,1.0,713.0,138.0,369.0,321.0,1.0,829.0,19.0,17.0,22.0,0.0,58.0,1600.0,71.8
573,DULUTH D,Gwinnett,5077.0,225.0,650.0,291.0,8.0,1174.0,299.0,1037.0,666.0,12.0,2014.0,31.0,42.0,22.0,0.0,95.0,3283.0,64.7
574,PINCKNEYVILLE K,Gwinnett,3754.0,141.0,221.0,119.0,2.0,483.0,373.0,811.0,440.0,9.0,1633.0,16.0,25.0,20.0,1.0,62.0,2178.0,58.0
575,PINCKNEYVILLE N,Gwinnett,3819.0,107.0,201.0,61.0,0.0,369.0,456.0,938.0,482.0,6.0,1882.0,34.0,22.0,13.0,0.0,69.0,2320.0,60.7
576,LAWRENCEVILLE D,Gwinnett,5012.0,159.0,261.0,186.0,4.0,610.0,430.0,1080.0,521.0,8.0,2039.0,22.0,35.0,27.0,1.0,85.0,2734.0,54.5
600,LAWRENCEVILLE G,Gwinnett,3046.0,118.0,305.0,134.0,1.0,558.0,243.0,756.0,413.0,1.0,1413.0,14.0,26.0,17.0,0.0,57.0,2028.0,66.6
559,MARTINS D,Gwinnett,2402.0,96.0,125.0,95.0,2.0,318.0,267.0,459.0,290.0,2.0,1018.0,11.0,7.0,8.0,0.0,26.0,1362.0,56.7
518,ROCKBRIDGE A,Gwinnett,3987.0,96.0,264.0,159.0,1.0,520.0,261.0,1277.0,626.0,0.0,2164.0,12.0,34.0,25.0,0.0,71.0,2755.0,69.1
608,BERKSHIRE J,Gwinnett,2731.0,160.0,580.0,287.0,0.0,1027.0,113.0,543.0,428.0,2.0,1086.0,8.0,25.0,16.0,1.0,50.0,2163.0,79.2
601,LAWRENCEVILLE H,Gwinnett,4296.0,292.0,778.0,353.0,3.0,1426.0,223.0,817.0,590.0,2.0,1632.0,32.0,47.0,19.0,1.0,99.0,3157.0,73.5
653,ROCKYCREEK B,Gwinnett,5061.0,358.0,1208.0,368.0,2.0,1936.0,221.0,960.0,490.0,1.0,1672.0,36.0,51.0,29.0,0.0,116.0,3724.0,73.6
652,HOG MOUNTAIN C,Gwinnett,4292.0,322.0,913.0,294.0,0.0,1529.0,194.0,696.0,504.0,3.0,1397.0,39.0,42.0,34.0,0.0,115.0,3041.0,70.9
651,PUCKETTS C,Gwinnett,3367.0,263.0,877.0,231.0,0.0,1371.0,122.0,525.0,339.0,0.0,986.0,13.0,31.0,12.0,1.0,57.0,2414.0,71.7
650,BAYCREEK F,Gwinnett,4608.0,222.0,541.0,227.0,4.0,994.0,289.0,1356.0,650.0,7.0,2302.0,30.0,40.0,22.0,1.0,93.0,3389.0,73.5
649,HARBINS B,Gwinnett,4845.0,323.0,1247.0,310.0,2.0,1882.0,188.0,866.0,428.0,3.0,1485.0,35.0,53.0,21.0,0.0,109.0,3476.0,71.7
648,LAWRENCEVILLE K,Gwinnett,3282.0,267.0,581.0,298.0,0.0,1146.0,177.0,646.0,471.0,0.0,1294.0,13.0,22.0,14.0,0.0,49.0,2489.0,75.8
654,DULUTH I,Gwinnett,5105.0,295.0,933.0,638.0,0.0,1866.0,202.0,757.0,928.0,1.0,1888.0,8.0,26.0,14.0,0.0,48.0,3802.0,74.5
647,SUWANEE E,Gwinnett,4256.0,356.0,1090.0,451.0,1.0,1898.0,131.0,754.0,555.0,1.0,1441.0,13.0,37.0,22.0,1.0,73.0,3412.0,80.2
645,DUNCANS B,Gwinnett,5387.0,547.0,1633.0,483.0,4.0,2667.0,224.0,769.0,480.0,2.0,1475.0,27.0,51.0,39.0,0.0,117.0,4259.0,79.1
644,GOODWINS H,Gwinnett,2796.0,198.0,463.0,193.0,0.0,854.0,160.0,551.0,381.0,2.0,1094.0,31.0,25.0,15.0,0.0,71.0,2019.0,72.2
643,LAWRENCEVILLE J,Gwinnett,2249.0,151.0,217.0,94.0,0.0,462.0,180.0,543.0,290.0,3.0,1016.0,17.0,19.0,11.0,0.0,47.0,1525.0,67.8
642,PINCKNEYVILLE A1,Gwinnett,2694.0,309.0,575.0,455.0,0.0,1339.0,89.0,363.0,482.0,0.0,934.0,14.0,14.0,11.0,0.0,39.0,2312.0,85.8
517,HARBINS A,Gwinnett,7182.0,359.0,1524.0,488.0,2.0,2373.0,327.0,1554.0,854.0,6.0,2741.0,39.0,57.0,34.0,1.0,131.0,5245.0,73.0
640,GOODWINS G,Gwinnett,2661.0,139.0,271.0,93.0,3.0,506.0,252.0,586.0,351.0,2.0,1191.0,18.0,16.0,12.0,0.0,46.0,1743.0,65.5
646,SUWANEE D,Gwinnett,4732.0,438.0,1267.0,517.0,2.0,2224.0,169.0,737.0,616.0,1.0,1523.0,10.0,43.0,20.0,0.0,73.0,3820.0,80.7
655,MARTINS K,Gwinnett,5352.0,205.0,392.0,248.0,0.0,845.0,479.0,1360.0,793.0,4.0,2636.0,33.0,40.0,23.0,0.0,96.0,3577.0,66.8
656,SUWANEE H,Gwinnett,3785.0,322.0,1155.0,478.0,0.0,1955.0,108.0,555.0,429.0,1.0,1093.0,21.0,25.0,17.0,0.0,63.0,3111.0,82.2
657,SUGAR HILL G,Gwinnett,2814.0,278.0,790.0,249.0,0.0,1317.0,77.0,391.0,373.0,1.0,842.0,19.0,21.0,19.0,0.0,59.0,2218.0,78.8
672,BAYCREEK J,Gwinnett,4567.0,191.0,511.0,230.0,0.0,932.0,306.0,1280.0,641.0,5.0,2232.0,21.0,35.0,21.0,0.0,77.0,3241.0,71.0
671,SUWANEE G,Gwinnett,3904.0,281.0,729.0,272.0,0.0,1282.0,227.0,811.0,551.0,1.0,1590.0,23.0,33.0,20.0,0.0,76.0,2948.0,75.5
670,PUCKETTS D,Gwinnett,3622.0,249.0,957.0,334.0,4.0,1544.0,138.0,574.0,388.0,0.0,1100.0,18.0,22.0,22.0,1.0,63.0,2707.0,74.7
669,LAWRENCEVILLE N,Gwinnett,2573.0,165.0,283.0,145.0,0.0,593.0,205.0,470.0,276.0,7.0,958.0,18.0,24.0,15.0,0.0,57.0,1608.0,62.5
668,ROCKYCREEK C,Gwinnett,4806.0,328.0,1181.0,348.0,0.0,1857.0,235.0,952.0,537.0,4.0,1728.0,23.0,54.0,24.0,0.0,101.0,3686.0,76.7
667,HARBINS C,Gwinnett,2850.0,378.0,599.0,183.0,2.0,1162.0,162.0,611.0,257.0,1.0,1031.0,16.0,17.0,20.0,0.0,53.0,2246.0,78.8
666,DULUTH K,Gwinnett,2786.0,74.0,164.0,77.0,1.0,316.0,222.0,546.0,306.0,2.0,1076.0,21.0,29.0,16.0,0.0,66.0,1458.0,52.3
665,GOODWINS I,Gwinnett,2501.0,241.0,378.0,276.0,0.0,895.0,158.0,472.0,348.0,0.0,978.0,14.0,18.0,24.0,0.0,56.0,1929.0,77.1
664,BERKSHIRE Q,Gwinnett,1802.0,152.0,297.0,151.0,1.0,601.0,106.0,301.0,239.0,1.0,647.0,13.0,11.0,17.0,0.0,41.0,1289.0,71.5
663,BAYCREEK I,Gwinnett,5899.0,260.0,779.0,346.0,5.0,1390.0,306.0,1511.0,752.0,6.0,2575.0,25.0,38.0,35.0,0.0,98.0,4063.0,68.9
662,BAYCREEK H,Gwinnett,6811.0,354.0,1347.0,510.0,2.0,2213.0,330.0,1726.0,887.0,3.0,2946.0,24.0,51.0,33.0,0.0,108.0,5267.0,77.3
661,BAYCREEK G,Gwinnett,6241.0,262.0,773.0,291.0,0.0,1326.0,312.0,1930.0,884.0,1.0,3127.0,29.0,61.0,31.0,0.0,121.0,4574.0,73.3
660,LAWRENCEVILLE M,Gwinnett,7255.0,229.0,565.0,269.0,2.0,1065.0,530.0,2019.0,1006.0,6.0,3561.0,38.0,67.0,37.0,1.0,143.0,4769.0,65.7
659,LAWRENCEVILLE L,Gwinnett,4802.0,222.0,722.0,324.0,0.0,1268.0,279.0,1152.0,711.0,1.0,2143.0,16.0,29.0,19.0,0.0,64.0,3475.0,72.4
658,SUWANEE F,Gwinnett,3966.0,290.0,794.0,326.0,2.0,1412.0,167.0,741.0,568.0,2.0,1478.0,23.0,26.0,13.0,0.0,62.0,2952.0,74.4
639,PINCKNEYVILLE Y,Gwinnett,3272.0,102.0,170.0,77.0,0.0,349.0,363.0,656.0,343.0,2.0,1364.0,16.0,15.0,17.0,0.0,48.0,1761.0,53.8
638,ROCKBRIDGE G,Gwinnett,5799.0,132.0,379.0,189.0,3.0,703.0,382.0,1865.0,933.0,12.0,3192.0,21.0,35.0,28.0,0.0,84.0,3979.0,68.6
641,PINCKNEYVILLE Z,Gwinnett,1898.0,290.0,362.0,304.0,0.0,956.0,92.0,214.0,330.0,0.0,636.0,16.0,9.0,9.0,0.0,34.0,1626.0,85.7
636,BERKSHIRE P,Gwinnett,1476.0,97.0,149.0,78.0,1.0,325.0,122.0,242.0,173.0,1.0,538.0,9.0,13.0,10.0,0.0,32.0,895.0,60.6
616,SUWANEE B,Gwinnett,4656.0,245.0,1097.0,419.0,0.0,1761.0,125.0,996.0,615.0,0.0,1736.0,19.0,30.0,40.0,0.0,89.0,3586.0,77.0
637,PINCKNEYVILLE X,Gwinnett,3412.0,217.0,557.0,372.0,6.0,1152.0,181.0,626.0,635.0,12.0,1454.0,25.0,18.0,20.0,0.0,63.0,2669.0,78.2
614,GOODWINS F,Gwinnett,3212.0,193.0,445.0,242.0,0.0,880.0,185.0,605.0,483.0,0.0,1273.0,15.0,33.0,24.0,0.0,72.0,2225.0,69.3
613,GOODWINS E,Gwinnett,5491.0,406.0,863.0,407.0,1.0,1677.0,339.0,1014.0,765.0,1.0,2119.0,28.0,47.0,31.0,0.0,106.0,3902.0,71.1
612,DULUTH G,Gwinnett,3067.0,269.0,538.0,338.0,2.0,1147.0,165.0,481.0,449.0,2.0,1097.0,24.0,18.0,17.0,0.0,59.0,2303.0,75.1
611,DULUTH F,Gwinnett,6161.0,182.0,388.0,256.0,6.0,832.0,468.0,1403.0,912.0,14.0,2797.0,25.0,40.0,40.0,1.0,106.0,3735.0,60.6
610,CATES N,Gwinnett,2567.0,229.0,560.0,349.0,1.0,1139.0,125.0,384.0,288.0,0.0,797.0,21.0,19.0,11.0,0.0,51.0,1987.0,77.4
