County,Registered Voters,Guy Baker (I)_Election Day Votes,Guy Baker (I)_Advanced Voting Votes,Guy Baker (I)_Absentee by Mail Votes,Guy Baker (I)_Provisional Votes,Guy Baker (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,12699.0,144.0,437.0,129.0,0.0,710.0,710.0,5.6,710.0
