County,Registered Voters,Wesley Bennefield_Election Day Votes,Wesley Bennefield_Advanced Voting Votes,Wesley Bennefield_Absentee by Mail Votes,Wesley Bennefield_Provisional Votes,Wesley Bennefield_Choice Total,David Schools_Election Day Votes,David Schools_Advanced Voting Votes,David Schools_Absentee by Mail Votes,David Schools_Provisional Votes,David Schools_Choice Total,Total,calc_participation
Berrien,1946.0,71.0,62.0,33.0,0.0,166.0,93.0,59.0,22.0,0.0,174.0,340.0,17.5
