County,Registered Voters,David Wilkerson (I) (Dem)_Election Day Votes,David Wilkerson (I) (Dem)_Advanced Voting Votes,David Wilkerson (I) (Dem)_Absentee by Mail Votes,David Wilkerson (I) (Dem)_Provisional Votes,David Wilkerson (I) (Dem)_Choice Total,Total,calc_participation
Cobb,51254.0,3519.0,12171.0,9286.0,39.0,25015.0,25015.0,48.8
