County,Registered Voters,Lewis T. Deweese (I) (Rep)_Election Day Votes,Lewis T. Deweese (I) (Rep)_Advanced Voting Votes,Lewis T. Deweese (I) (Rep)_Absentee by Mail Votes,Lewis T. Deweese (I) (Rep)_Provisional Votes,Lewis T. Deweese (I) (Rep)_Choice Total,Kathy Smyth (Dem)_Election Day Votes,Kathy Smyth (Dem)_Advanced Voting Votes,Kathy Smyth (Dem)_Absentee by Mail Votes,Kathy Smyth (Dem)_Provisional Votes,Kathy Smyth (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Fannin,20399.0,4004.0,5583.0,2205.0,18.0,11810.0,417.0,1016.0,1072.0,2.0,2507.0,14317.0,70.2,11810.0,2507.0
