County,Registered Voters,Kenny Rosser (I)_Election Day Votes,Kenny Rosser (I)_Advanced Voting Votes,Kenny Rosser (I)_Absentee by Mail Votes,Kenny Rosser (I)_Provisional Votes,Kenny Rosser (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,8012.0,426.0,1066.0,382.0,1.0,1875.0,1875.0,23.4,1875.0
