County,Registered Voters,Steven Smith (I) (Dem)_Election Day Votes,Steven Smith (I) (Dem)_Advanced Voting Votes,Steven Smith (I) (Dem)_Absentee by Mail Votes,Steven Smith (I) (Dem)_Provisional Votes,Steven Smith (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Muscogee,130878.0,10653.0,35427.0,20261.0,34.0,66375.0,66375.0,50.7,66375.0
