County,Registered Voters,"Stephen M. George, Jr. (Rep)_Election Day Votes","Stephen M. George, Jr. (Rep)_Advanced Voting Votes","Stephen M. George, Jr. (Rep)_Absentee by Mail Votes","Stephen M. George, Jr. (Rep)_Provisional Votes","Stephen M. George, Jr. (Rep)_Choice Total",Michael Smith (I) (Dem)_Election Day Votes,Michael Smith (I) (Dem)_Advanced Voting Votes,Michael Smith (I) (Dem)_Absentee by Mail Votes,Michael Smith (I) (Dem)_Provisional Votes,Michael Smith (I) (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Cobb,49589.0,1383.0,2476.0,2013.0,6.0,5878.0,2779.0,6337.0,5834.0,10.0,14960.0,20838.0,42.0,5878.0,14960.0
