County,Registered Voters,Dewayne Hill (I) (Rep)_Election Day Votes,Dewayne Hill (I) (Rep)_Advanced Voting Votes,Dewayne Hill (I) (Rep)_Absentee by Mail Votes,Dewayne Hill (I) (Rep)_Provisional Votes,Dewayne Hill (I) (Rep)_Choice Total,Total,calc_participation,Rep_total
Catoosa,38265.0,4372.0,15495.0,3176.0,11.0,23054.0,23054.0,60.2,23054.0
