County,Registered Voters,Tarece Johnson (Dem)_Election Day Votes,Tarece Johnson (Dem)_Advanced Voting Votes,Tarece Johnson (Dem)_Absentee by Mail Votes,Tarece Johnson (Dem)_Provisional Votes,Tarece Johnson (Dem)_Choice Total,Total,calc_participation,Dem_total
Gwinnett,80741.0,9262.0,18465.0,10402.0,63.0,38192.0,38192.0,47.3,38192.0
