County,Registered Voters,Nathan Ingram_Election Day Votes,Nathan Ingram_Advanced Voting Votes,Nathan Ingram_Absentee by Mail Votes,Nathan Ingram_Provisional Votes,Nathan Ingram_Choice Total,Mark Sussman_Election Day Votes,Mark Sussman_Advanced Voting Votes,Mark Sussman_Absentee by Mail Votes,Mark Sussman_Provisional Votes,Mark Sussman_Choice Total,David Yenerall_Election Day Votes,David Yenerall_Advanced Voting Votes,David Yenerall_Absentee by Mail Votes,David Yenerall_Provisional Votes,David Yenerall_Choice Total,Total,calc_participation
Dawson,21529.0,1339.0,5825.0,1297.0,1.0,8462.0,604.0,1634.0,428.0,1.0,2667.0,290.0,915.0,489.0,1.0,1695.0,12824.0,59.6
