County,Registered Voters,Douglas Martin (I)_Election Day Votes,Douglas Martin (I)_Advanced Voting Votes,Douglas Martin (I)_Absentee by Mail Votes,Douglas Martin (I)_Provisional Votes,Douglas Martin (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,24275.0,205.0,862.0,219.0,0.0,1286.0,1286.0,5.3,1286.0
