County,Registered Voters,John Hogue_Election Day Votes,John Hogue_Advanced Voting Votes,John Hogue_Absentee by Mail Votes,John Hogue_Provisional Votes,John Hogue_Choice Total,Total,calc_participation
Wilkinson,6470.0,1345.0,1498.0,613.0,6.0,3462.0,3462.0,53.5
