County,Registered Voters,Jim Hickey (Rep)_Election Day Votes,Jim Hickey (Rep)_Advanced Voting Votes,Jim Hickey (Rep)_Absentee by Mail Votes,Jim Hickey (Rep)_Provisional Votes,Jim Hickey (Rep)_Choice Total,Erica Thomas (I) (Dem)_Election Day Votes,Erica Thomas (I) (Dem)_Advanced Voting Votes,Erica Thomas (I) (Dem)_Absentee by Mail Votes,Erica Thomas (I) (Dem)_Provisional Votes,Erica Thomas (I) (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Cobb,54366.0,961.0,2004.0,1445.0,1.0,4411.0,2963.0,10295.0,7334.0,21.0,20613.0,25024.0,46.0,4411.0,20613.0
