County,Registered Voters,"Michelle """"Missy"""" Brigman (I) (Rep)_Election Day Votes","Michelle """"Missy"""" Brigman (I) (Rep)_Advanced Voting Votes","Michelle """"Missy"""" Brigman (I) (Rep)_Absentee by Mail Votes","Michelle """"Missy"""" Brigman (I) (Rep)_Provisional Votes","Michelle """"Missy"""" Brigman (I) (Rep)_Choice Total",Total,calc_participation
McIntosh,9292.0,1040.0,2871.0,1151.0,1.0,5063.0,5063.0,54.5
