County,Registered Voters,Stanton Tankersley (I)_Election Day Votes,Stanton Tankersley (I)_Advanced Voting Votes,Stanton Tankersley (I)_Absentee by Mail Votes,Stanton Tankersley (I)_Provisional Votes,Stanton Tankersley (I)_Choice Total,Total,calc_participation
Lincoln,6176.0,1020.0,1977.0,727.0,3.0,3727.0,3727.0,60.3
