County,Registered Voters,Charlice Byrd (Rep)_Election Day Votes,Charlice Byrd (Rep)_Advanced Voting Votes,Charlice Byrd (Rep)_Absentee by Mail Votes,Charlice Byrd (Rep)_Provisional Votes,Charlice Byrd (Rep)_Choice Total,Ginny Lennox (Dem)_Election Day Votes,Ginny Lennox (Dem)_Advanced Voting Votes,Ginny Lennox (Dem)_Absentee by Mail Votes,Ginny Lennox (Dem)_Provisional Votes,Ginny Lennox (Dem)_Choice Total,Total,calc_participation
Cherokee,49486.0,5517.0,12146.0,4595.0,4.0,22262.0,1869.0,5203.0,4343.0,1.0,11416.0,33678.0,68.1
