County,Registered Voters,Ben Archer (Rep)_Election Day Votes,Ben Archer (Rep)_Advanced Voting Votes,Ben Archer (Rep)_Absentee by Mail Votes,Ben Archer (Rep)_Provisional Votes,Ben Archer (Rep)_Choice Total,"Jasper Watkins, III (Dem)_Election Day Votes","Jasper Watkins, III (Dem)_Advanced Voting Votes","Jasper Watkins, III (Dem)_Absentee by Mail Votes","Jasper Watkins, III (Dem)_Provisional Votes","Jasper Watkins, III (Dem)_Choice Total",Total,calc_participation,Rep_total,Dem_total
Gwinnett,174736.0,9689.0,29413.0,12111.0,27.0,51240.0,9186.0,41497.0,22617.0,64.0,73364.0,124604.0,71.3,51240.0,73364.0
