County,Registered Voters,Betty Price (Rep)_Election Day Votes,Betty Price (Rep)_Advanced Voting Votes,Betty Price (Rep)_Absentee by Mail Votes,Betty Price (Rep)_Provisional Votes,Betty Price (Rep)_Choice Total,Mary Robichaux (I) (Dem)_Election Day Votes,Mary Robichaux (I) (Dem)_Advanced Voting Votes,Mary Robichaux (I) (Dem)_Absentee by Mail Votes,Mary Robichaux (I) (Dem)_Provisional Votes,Mary Robichaux (I) (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Fulton,38608.0,1868.0,8228.0,3204.0,49.0,13349.0,1453.0,8086.0,5025.0,71.0,14635.0,27984.0,72.5,13349.0,14635.0
