,Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,calc_participation
2079,Keysville,Burke,476.0,63.0,42.0,14.0,0.0,119.0,97.0,11.0,33.0,0.0,141.0,3.0,0.0,0.0,0.0,3.0,263.0,55.3
2080,Midville,Burke,492.0,91.0,20.0,11.0,0.0,122.0,93.0,25.0,63.0,0.0,181.0,0.0,0.0,2.0,0.0,2.0,305.0,62.0
2084,Telfair,Burke,1121.0,152.0,174.0,52.0,0.0,378.0,68.0,126.0,121.0,0.0,315.0,3.0,2.0,1.0,0.0,6.0,699.0,62.4
2085,St Clair,Burke,442.0,68.0,82.0,23.0,0.0,173.0,42.0,39.0,62.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,316.0,71.5
2086,Vidette,Burke,313.0,72.0,25.0,8.0,0.0,105.0,41.0,17.0,47.0,0.0,105.0,1.0,0.0,1.0,0.0,2.0,212.0,67.7
2087,North Waynesboro,Burke,2949.0,79.0,336.0,67.0,0.0,482.0,290.0,501.0,505.0,0.0,1296.0,3.0,5.0,1.0,0.0,9.0,1787.0,60.6
2081,Munnerlyn,Burke,299.0,64.0,48.0,4.0,0.0,116.0,23.0,28.0,30.0,0.0,81.0,1.0,1.0,0.0,0.0,2.0,199.0,66.6
2082,Sardis,Burke,1049.0,211.0,124.0,57.0,0.0,392.0,127.0,77.0,53.0,0.0,257.0,3.0,1.0,0.0,0.0,4.0,653.0,62.2
2078,Greenscut,Burke,1036.0,152.0,222.0,38.0,0.0,412.0,82.0,97.0,92.0,0.0,271.0,1.0,2.0,1.0,0.0,4.0,687.0,66.3
2083,Scotts Crossroads,Burke,294.0,42.0,16.0,5.0,0.0,63.0,38.0,44.0,46.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,191.0,65.0
2075,Four Points,Burke,2558.0,452.0,497.0,137.0,0.0,1086.0,131.0,216.0,156.0,0.0,503.0,3.0,5.0,2.0,0.0,10.0,1599.0,62.5
2088,South Waynesboro,Burke,3290.0,233.0,896.0,152.0,0.0,1281.0,213.0,461.0,333.0,0.0,1007.0,3.0,18.0,5.0,0.0,26.0,2314.0,70.3
2089,Blakeney,Burke,681.0,37.0,118.0,10.0,0.0,165.0,70.0,93.0,74.0,0.0,237.0,0.0,1.0,0.0,0.0,1.0,403.0,59.2
1682,Butts County Admin Bldg,Butts,17154.0,824.0,6443.0,1137.0,2.0,8406.0,376.0,1924.0,973.0,1.0,3274.0,22.0,49.0,20.0,0.0,91.0,11771.0,68.6
1558,Leary,Calhoun,721.0,77.0,116.0,34.0,0.0,227.0,90.0,91.0,110.0,0.0,291.0,5.0,0.0,0.0,0.0,5.0,523.0,72.5
1562,Arlington,Calhoun,684.0,35.0,70.0,16.0,0.0,121.0,106.0,106.0,136.0,0.0,348.0,1.0,0.0,1.0,0.0,2.0,471.0,68.9
1561,Edison-Arlington,Calhoun,594.0,57.0,77.0,27.0,0.0,161.0,67.0,102.0,65.0,0.0,234.0,0.0,0.0,1.0,0.0,1.0,396.0,66.7
1559,Morgan,Calhoun,662.0,87.0,201.0,62.0,0.0,350.0,22.0,60.0,62.0,0.0,144.0,0.0,2.0,0.0,0.0,2.0,496.0,74.9
1560,Edison,Calhoun,523.0,23.0,30.0,11.0,0.0,64.0,76.0,104.0,63.0,0.0,243.0,0.0,0.0,1.0,0.0,1.0,308.0,58.9
792,Waverly,Camden,1530.0,276.0,467.0,143.0,0.0,886.0,76.0,104.0,167.0,0.0,347.0,3.0,2.0,4.0,0.0,9.0,1242.0,81.2
793,Woodbine,Camden,1973.0,257.0,479.0,105.0,1.0,842.0,96.0,251.0,193.0,0.0,540.0,11.0,1.0,2.0,0.0,14.0,1396.0,70.8
802,South St Marys,Camden,2139.0,207.0,646.0,157.0,3.0,1013.0,48.0,252.0,246.0,0.0,546.0,9.0,8.0,4.0,0.0,21.0,1580.0,73.9
803,Mush Bluff,Camden,2816.0,312.0,822.0,174.0,0.0,1308.0,86.0,326.0,226.0,1.0,639.0,8.0,28.0,8.0,0.0,44.0,1991.0,70.7
795,Harrietts Bluff,Camden,1834.0,361.0,583.0,131.0,0.0,1075.0,46.0,151.0,101.0,1.0,299.0,15.0,8.0,2.0,0.0,25.0,1399.0,76.3
794,Browntown,Camden,698.0,126.0,207.0,51.0,0.0,384.0,8.0,25.0,41.0,0.0,74.0,4.0,8.0,2.0,0.0,14.0,472.0,67.6
801,St Marys,Camden,3218.0,335.0,714.0,173.0,0.0,1222.0,138.0,433.0,274.0,0.0,845.0,25.0,18.0,18.0,0.0,61.0,2128.0,66.1
800,North St Marys,Camden,2095.0,158.0,316.0,81.0,0.0,555.0,88.0,201.0,97.0,1.0,387.0,11.0,15.0,10.0,0.0,36.0,978.0,46.7
799,East Kingsland,Camden,6866.0,486.0,1942.0,397.0,0.0,2825.0,192.0,898.0,514.0,0.0,1604.0,35.0,42.0,23.0,0.0,100.0,4529.0,66.0
798,Kingsland,Camden,2274.0,178.0,495.0,90.0,0.0,763.0,72.0,266.0,147.0,0.0,485.0,15.0,12.0,2.0,0.0,29.0,1277.0,56.2
791,Tarboro,Camden,979.0,220.0,215.0,55.0,0.0,490.0,50.0,58.0,84.0,0.0,192.0,0.0,6.0,1.0,0.0,7.0,689.0,70.4
797,North Kingsland,Camden,2599.0,188.0,485.0,74.0,0.0,747.0,130.0,426.0,248.0,0.0,804.0,9.0,24.0,5.0,0.0,38.0,1589.0,61.1
796,West Kingsland,Camden,2782.0,295.0,896.0,164.0,0.0,1355.0,85.0,279.0,133.0,0.0,497.0,17.0,17.0,5.0,0.0,39.0,1891.0,68.0
804,West St Marys,Camden,3147.0,222.0,1198.0,366.0,0.0,1786.0,51.0,351.0,306.0,0.0,708.0,8.0,16.0,9.0,0.0,33.0,2527.0,80.3
1579,Jack Strickland Comm Center,Candler,6300.0,431.0,2327.0,375.0,0.0,3133.0,193.0,699.0,376.0,1.0,1269.0,14.0,11.0,4.0,0.0,29.0,4431.0,70.3
1998,Bowdon Junction,Carroll,1547.0,242.0,402.0,94.0,0.0,738.0,49.0,109.0,69.0,0.0,227.0,4.0,1.0,1.0,0.0,6.0,971.0,62.8
1995,Mt Zion,Carroll,2641.0,625.0,668.0,159.0,0.0,1452.0,82.0,115.0,96.0,0.0,293.0,6.0,7.0,2.0,0.0,15.0,1760.0,66.6
1996,Burwell,Carroll,1564.0,380.0,381.0,123.0,2.0,886.0,54.0,78.0,56.0,0.0,188.0,4.0,6.0,1.0,0.0,11.0,1085.0,69.4
2000,Fairfield,Carroll,3867.0,835.0,1056.0,260.0,0.0,2151.0,159.0,347.0,276.0,0.0,782.0,12.0,8.0,6.0,0.0,26.0,2959.0,76.5
1997,Clem,Carroll,3695.0,445.0,1392.0,257.0,1.0,2095.0,103.0,331.0,181.0,2.0,617.0,9.0,18.0,6.0,0.0,33.0,2745.0,74.3
2001,Hulett,Carroll,2408.0,481.0,779.0,141.0,0.0,1401.0,76.0,139.0,94.0,0.0,309.0,19.0,9.0,2.0,0.0,30.0,1740.0,72.3
2012,Bonner,Carroll,3736.0,200.0,960.0,166.0,1.0,1327.0,141.0,658.0,235.0,1.0,1035.0,10.0,18.0,8.0,0.0,36.0,2398.0,64.2
2004,V R County North,Carroll,5472.0,529.0,1526.0,303.0,0.0,2358.0,166.0,530.0,334.0,0.0,1030.0,20.0,21.0,10.0,0.0,51.0,3439.0,62.8
2005,Villa Rica City,Carroll,7250.0,410.0,1359.0,298.0,0.0,2067.0,351.0,1189.0,599.0,1.0,2140.0,16.0,50.0,18.0,0.0,84.0,4291.0,59.2
2006,Temple County,Carroll,4354.0,641.0,1257.0,254.0,2.0,2154.0,107.0,245.0,152.0,2.0,506.0,18.0,10.0,10.0,0.0,38.0,2698.0,62.0
2007,Temple City,Carroll,3700.0,550.0,810.0,164.0,3.0,1527.0,169.0,405.0,199.0,1.0,774.0,17.0,10.0,5.0,0.0,32.0,2333.0,63.1
2008,Whitesburg,Carroll,2190.0,544.0,559.0,136.0,0.0,1239.0,40.0,95.0,69.0,0.0,204.0,9.0,6.0,3.0,0.0,18.0,1461.0,66.7
2009,Roopville,Carroll,3200.0,635.0,1017.0,209.0,4.0,1865.0,63.0,148.0,123.0,0.0,334.0,13.0,12.0,4.0,0.0,29.0,2228.0,69.6
2010,West Carrollton,Carroll,4380.0,138.0,537.0,126.0,1.0,802.0,286.0,803.0,337.0,3.0,1429.0,14.0,27.0,5.0,0.0,46.0,2277.0,52.0
2011,Lakeshore Rec Center,Carroll,1671.0,98.0,395.0,96.0,1.0,590.0,53.0,270.0,117.0,0.0,440.0,6.0,5.0,4.0,0.0,15.0,1045.0,62.5
1999,Tyus,Carroll,1920.0,540.0,496.0,132.0,0.0,1168.0,46.0,78.0,63.0,1.0,188.0,6.0,2.0,1.0,0.0,9.0,1365.0,71.1
2013,University of W GA,Carroll,2164.0,113.0,464.0,88.0,2.0,667.0,157.0,294.0,144.0,1.0,596.0,10.0,13.0,2.0,0.0,25.0,1288.0,59.5
1991,Kansas,Carroll,1165.0,441.0,261.0,84.0,1.0,787.0,20.0,21.0,27.0,0.0,68.0,2.0,4.0,0.0,0.0,6.0,861.0,73.9
1992,Bowdon,Carroll,3289.0,621.0,659.0,202.0,1.0,1483.0,130.0,204.0,158.0,1.0,493.0,9.0,7.0,3.0,0.0,19.0,1995.0,60.7
1993,Sandhill,Carroll,4459.0,486.0,1316.0,249.0,2.0,2053.0,141.0,425.0,198.0,1.0,765.0,11.0,15.0,7.0,0.0,33.0,2851.0,63.9
1994,Center Point,Carroll,1775.0,449.0,602.0,136.0,1.0,1188.0,32.0,76.0,55.0,0.0,163.0,5.0,4.0,1.0,0.0,10.0,1361.0,76.7
2014,County Admin Bldg,Carroll,2620.0,158.0,685.0,150.0,1.0,994.0,83.0,454.0,201.0,1.0,739.0,8.0,26.0,8.0,0.0,42.0,1775.0,67.7
2015,Tabernacle Church,Carroll,1628.0,102.0,450.0,155.0,1.0,708.0,69.0,218.0,120.0,0.0,407.0,6.0,16.0,3.0,0.0,25.0,1140.0,70.0
2016,Burson Center,Carroll,1466.0,124.0,428.0,85.0,1.0,638.0,51.0,187.0,99.0,0.0,337.0,2.0,5.0,2.0,0.0,9.0,984.0,67.1
2017,Old Camp Church,Carroll,2297.0,338.0,725.0,151.0,2.0,1216.0,76.0,232.0,129.0,0.0,437.0,10.0,12.0,2.0,0.0,24.0,1677.0,73.0
2018,Oak Grove,Carroll,1668.0,291.0,469.0,86.0,1.0,847.0,38.0,138.0,78.0,0.0,254.0,9.0,8.0,2.0,0.0,19.0,1120.0,67.1
2003,V R County South,Carroll,2942.0,276.0,997.0,216.0,1.0,1490.0,73.0,216.0,128.0,0.0,417.0,6.0,10.0,3.0,0.0,19.0,1926.0,65.5
2002,Bethany,Carroll,4779.0,379.0,1026.0,179.0,1.0,1585.0,192.0,577.0,297.0,0.0,1066.0,17.0,27.0,6.0,0.0,50.0,2701.0,56.5
703,Blackstock,Catoosa,1952.0,386.0,588.0,114.0,0.0,1088.0,40.0,107.0,60.0,1.0,208.0,9.0,7.0,3.0,0.0,19.0,1315.0,67.4
704,Boynton,Catoosa,6027.0,685.0,2445.0,368.0,3.0,3501.0,130.0,562.0,304.0,0.0,996.0,26.0,36.0,8.0,0.0,70.0,4567.0,75.8
709,Lakeview,Catoosa,3572.0,354.0,1098.0,201.0,1.0,1654.0,88.0,259.0,137.0,1.0,485.0,10.0,16.0,9.0,1.0,36.0,2175.0,60.9
706,Chambers,Catoosa,2552.0,328.0,1130.0,180.0,3.0,1641.0,56.0,183.0,112.0,0.0,351.0,13.0,13.0,7.0,1.0,34.0,2026.0,79.4
707,Ft Oglethorpe,Catoosa,4054.0,378.0,1296.0,314.0,1.0,1989.0,109.0,376.0,216.0,0.0,701.0,5.0,21.0,7.0,0.0,33.0,2723.0,67.2
708,Graysville,Catoosa,4501.0,564.0,1617.0,255.0,3.0,2439.0,104.0,339.0,215.0,0.0,658.0,22.0,24.0,5.0,0.0,51.0,3148.0,69.9
710,Poplar Springs,Catoosa,4191.0,474.0,1691.0,268.0,0.0,2433.0,71.0,321.0,189.0,1.0,582.0,21.0,17.0,5.0,0.0,43.0,3058.0,73.0
711,Ringgold,Catoosa,7414.0,581.0,2980.0,516.0,3.0,4080.0,148.0,766.0,413.0,0.0,1327.0,18.0,49.0,15.0,0.0,82.0,5489.0,74.0
712,Westside,Catoosa,5895.0,412.0,2126.0,418.0,2.0,2958.0,92.0,554.0,256.0,0.0,902.0,18.0,27.0,12.0,0.0,57.0,3917.0,66.4
713,Woodstation,Catoosa,2946.0,523.0,1177.0,148.0,4.0,1852.0,84.0,191.0,118.0,0.0,393.0,18.0,10.0,2.0,0.0,30.0,2275.0,77.2
705,Catoosa Keith,Catoosa,2611.0,485.0,877.0,170.0,0.0,1532.0,54.0,165.0,110.0,0.0,329.0,18.0,16.0,5.0,0.0,39.0,1900.0,72.8
1683,Folkston,Charlton,2420.0,135.0,478.0,98.0,0.0,711.0,185.0,447.0,212.0,0.0,844.0,8.0,10.0,4.0,0.0,22.0,1577.0,65.2
1684,GA Bend,Charlton,509.0,232.0,56.0,44.0,0.0,332.0,7.0,12.0,2.0,0.0,21.0,1.0,0.0,1.0,0.0,2.0,355.0,69.7
1685,St George,Charlton,661.0,232.0,137.0,48.0,1.0,418.0,7.0,4.0,11.0,0.0,22.0,1.0,0.0,0.0,0.0,1.0,441.0,66.7
1686,American Legion,Charlton,748.0,134.0,341.0,60.0,0.0,535.0,7.0,26.0,21.0,0.0,54.0,1.0,4.0,1.0,0.0,6.0,595.0,79.5
1687,Homeland,Charlton,864.0,155.0,329.0,54.0,0.0,538.0,17.0,34.0,13.0,0.0,64.0,2.0,1.0,0.0,0.0,3.0,605.0,70.0
1688,Folkston Fire,Charlton,767.0,75.0,358.0,53.0,0.0,486.0,2.0,37.0,21.0,0.0,60.0,3.0,4.0,1.0,0.0,8.0,554.0,72.2
1689,Racepond,Charlton,266.0,70.0,105.0,18.0,1.0,194.0,2.0,12.0,6.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,215.0,80.8
1690,Winokur,Charlton,317.0,91.0,92.0,22.0,0.0,205.0,6.0,4.0,8.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,224.0,70.7
1857,8-15C Garden City Rec Center,Chatham,1622.0,27.0,31.0,19.0,1.0,78.0,210.0,293.0,240.0,2.0,745.0,0.0,0.0,0.0,0.0,0.0,823.0,50.7
1858,8-16C Royal Cinemas and IMAX,Chatham,3087.0,197.0,571.0,231.0,1.0,1000.0,150.0,516.0,483.0,2.0,1151.0,10.0,19.0,7.0,0.0,36.0,2187.0,70.8
1824,6-05C Windsor Hall,Chatham,1993.0,145.0,179.0,112.0,0.0,436.0,210.0,321.0,259.0,0.0,790.0,13.0,6.0,13.0,0.0,32.0,1258.0,63.1
1823,6-03C Crusader Comm Center,Chatham,2736.0,270.0,340.0,161.0,1.0,772.0,231.0,474.0,463.0,2.0,1170.0,13.0,9.0,3.0,0.0,25.0,1967.0,71.9
1822,6-02C Windsor Forest Baptist,Chatham,2290.0,391.0,400.0,205.0,0.0,996.0,151.0,293.0,326.0,1.0,771.0,12.0,9.0,11.0,0.0,32.0,1799.0,78.6
1821,6-01C White Bluff Presbyterian,Chatham,1919.0,157.0,148.0,94.0,3.0,402.0,171.0,338.0,243.0,2.0,754.0,15.0,6.0,2.0,1.0,24.0,1180.0,61.5
1820,5-11C Largo-Tibet Elementary,Chatham,3019.0,83.0,144.0,169.0,2.0,398.0,316.0,605.0,404.0,7.0,1332.0,7.0,5.0,10.0,0.0,22.0,1752.0,58.0
1819,5-10C Tatumville Community Center,Chatham,3507.0,38.0,41.0,23.0,0.0,102.0,543.0,679.0,683.0,5.0,1910.0,8.0,11.0,7.0,0.0,26.0,2038.0,58.1
1812,5-01C Bartlett Middle School,Chatham,1063.0,69.0,49.0,37.0,0.0,155.0,137.0,182.0,137.0,0.0,456.0,7.0,2.0,1.0,0.0,10.0,621.0,58.4
1817,5-07C Station 1,Chatham,1856.0,102.0,95.0,64.0,0.0,261.0,218.0,333.0,236.0,4.0,791.0,6.0,1.0,7.0,2.0,16.0,1068.0,57.5
1816,5-06C Seed Church,Chatham,2598.0,82.0,70.0,43.0,2.0,197.0,262.0,439.0,346.0,7.0,1054.0,7.0,8.0,8.0,0.0,23.0,1274.0,49.0
1815,5-05C Liberty City Comm Ctr,Chatham,2574.0,24.0,15.0,15.0,0.0,54.0,426.0,575.0,590.0,2.0,1593.0,5.0,2.0,1.0,1.0,9.0,1656.0,64.3
1814,5-03C Butler Presbyterian Church,Chatham,1078.0,10.0,7.0,5.0,0.0,22.0,191.0,166.0,187.0,6.0,550.0,3.0,1.0,1.0,0.0,5.0,577.0,53.5
1813,5-02C Senior Citizens Center,Chatham,783.0,27.0,12.0,11.0,1.0,51.0,108.0,114.0,128.0,0.0,350.0,4.0,4.0,2.0,0.0,10.0,411.0,52.5
1856,8-13C Savannah Christian,Chatham,1022.0,109.0,103.0,55.0,1.0,268.0,44.0,41.0,54.0,1.0,140.0,6.0,3.0,0.0,0.0,9.0,417.0,40.8
1811,4-15C Skidaway Island State Park,Chatham,0.0,289.0,313.0,386.0,4.0,992.0,57.0,150.0,365.0,0.0,572.0,4.0,2.0,5.0,0.0,11.0,1575.0,
1810,4-14C Skidaway Island Baptist,Chatham,1744.0,360.0,311.0,275.0,2.0,948.0,61.0,146.0,346.0,1.0,554.0,1.0,4.0,4.0,0.0,9.0,1511.0,86.6
1818,5-08C Savannah Primitive BC,Chatham,1848.0,100.0,132.0,72.0,0.0,304.0,187.0,329.0,298.0,3.0,817.0,10.0,2.0,4.0,0.0,16.0,1137.0,61.5
1855,8-12C Beach High School,Chatham,1310.0,42.0,54.0,17.0,1.0,114.0,158.0,212.0,155.0,1.0,526.0,4.0,4.0,4.0,0.0,12.0,652.0,49.8
1826,6-08C Christ Memorial Baptist Church,Chatham,2194.0,103.0,147.0,84.0,0.0,334.0,226.0,400.0,284.0,2.0,912.0,7.0,5.0,4.0,0.0,16.0,1262.0,57.5
1853,8-10C Carver Heights Comm Ctr,Chatham,1784.0,10.0,4.0,0.0,0.0,14.0,354.0,275.0,360.0,0.0,989.0,2.0,1.0,4.0,0.0,7.0,1010.0,56.6
1847,8-03C Silk Hope Baptist Church,Chatham,831.0,162.0,103.0,39.0,0.0,304.0,54.0,48.0,62.0,0.0,164.0,4.0,1.0,0.0,0.0,5.0,473.0,56.9
1848,8-05C W Broad St YMCA,Chatham,1543.0,24.0,6.0,6.0,0.0,36.0,258.0,215.0,165.0,1.0,639.0,9.0,1.0,2.0,0.0,12.0,687.0,44.5
1849,8-06C Tompkins Rec Center,Chatham,1055.0,17.0,5.0,3.0,1.0,26.0,193.0,153.0,161.0,2.0,509.0,5.0,1.0,0.0,1.0,7.0,542.0,51.4
1850,8-07C Woodville-Tompkins TI,Chatham,630.0,8.0,6.0,3.0,0.0,17.0,125.0,104.0,90.0,1.0,320.0,1.0,0.0,0.0,0.0,1.0,338.0,53.7
1846,8-02C Hellenic Center,Chatham,1709.0,71.0,66.0,35.0,0.0,172.0,201.0,365.0,260.0,1.0,827.0,10.0,6.0,3.0,0.0,19.0,1018.0,59.6
1845,8-01C Civic Center,Chatham,850.0,22.0,26.0,16.0,0.0,64.0,66.0,109.0,88.0,4.0,267.0,2.0,2.0,2.0,0.0,6.0,337.0,39.6
1844,7-16C Pooler Recreation Center Gymnasium,Chatham,3701.0,231.0,818.0,381.0,7.0,1437.0,126.0,600.0,499.0,6.0,1231.0,5.0,17.0,16.0,0.0,38.0,2706.0,73.1
1843,7-15C Rice Creek School,Chatham,2564.0,261.0,211.0,71.0,3.0,546.0,260.0,442.0,270.0,2.0,974.0,22.0,3.0,5.0,0.0,30.0,1550.0,60.5
1842,7-14C Coastal Cathedral,Chatham,7572.0,398.0,777.0,453.0,1.0,1629.0,584.0,1547.0,1236.0,7.0,3374.0,27.0,25.0,17.0,1.0,70.0,5073.0,67.0
1841,7-13C Southside Fire Trng Ctr,Chatham,2513.0,225.0,705.0,358.0,1.0,1289.0,74.0,286.0,415.0,0.0,775.0,11.0,10.0,6.0,0.0,27.0,2091.0,83.2
1840,7-12C Pooler Church,Chatham,3334.0,180.0,548.0,202.0,3.0,933.0,176.0,696.0,497.0,0.0,1369.0,16.0,18.0,14.0,1.0,49.0,2351.0,70.5
1851,8-08C Resur of Our Lord Church,Chatham,1704.0,15.0,11.0,10.0,0.0,36.0,319.0,266.0,278.0,4.0,867.0,5.0,1.0,1.0,0.0,7.0,910.0,53.4
1854,8-11C Butler Elementary,Chatham,1386.0,9.0,4.0,4.0,0.0,17.0,256.0,317.0,365.0,0.0,938.0,6.0,0.0,0.0,0.0,6.0,961.0,69.3
1839,7-11C Seventh Day Adv Church,Chatham,6469.0,472.0,740.0,246.0,6.0,1464.0,451.0,1219.0,831.0,7.0,2508.0,34.0,31.0,18.0,1.0,84.0,4056.0,62.7
1837,7-09C Savannah Holy C of G,Chatham,2823.0,236.0,319.0,147.0,3.0,705.0,219.0,373.0,385.0,2.0,979.0,8.0,12.0,6.0,0.0,26.0,1710.0,60.6
1836,7-08C Bloomingdale Comm Ctr,Chatham,2733.0,519.0,651.0,217.0,0.0,1387.0,86.0,134.0,145.0,1.0,366.0,13.0,5.0,1.0,0.0,19.0,1772.0,64.8
1835,7-07C Rothwell Baptist Church,Chatham,3932.0,275.0,930.0,373.0,3.0,1581.0,133.0,464.0,435.0,4.0,1036.0,11.0,16.0,8.0,1.0,36.0,2653.0,67.5
1834,7-06C Pooler City Hall,Chatham,3555.0,241.0,607.0,181.0,1.0,1030.0,186.0,508.0,392.0,1.0,1087.0,15.0,15.0,8.0,0.0,38.0,2155.0,60.6
1833,7-05C Woodlawn Baptist Church,Chatham,1305.0,140.0,134.0,37.0,0.0,311.0,139.0,180.0,114.0,0.0,433.0,3.0,3.0,3.0,0.0,9.0,753.0,57.7
1832,7-04C Lake Shore Comm Ctr,Chatham,3067.0,197.0,185.0,59.0,0.0,441.0,388.0,719.0,356.0,1.0,1464.0,14.0,5.0,3.0,0.0,22.0,1927.0,62.8
1831,7-03C PB Edwards Gym,Chatham,1290.0,304.0,130.0,76.0,0.0,510.0,99.0,62.0,83.0,0.0,244.0,9.0,3.0,2.0,0.0,14.0,768.0,59.5
1830,7-01C Garden City Senior Ctr,Chatham,1542.0,194.0,193.0,109.0,0.0,496.0,120.0,144.0,144.0,0.0,408.0,6.0,2.0,2.0,0.0,10.0,914.0,59.3
1829,6-11C Bamboo Farms,Chatham,5149.0,343.0,465.0,182.0,4.0,994.0,429.0,990.0,666.0,6.0,2091.0,22.0,8.0,20.0,0.0,50.0,3135.0,60.9
1828,6-10C Station 3,Chatham,4184.0,387.0,682.0,296.0,2.0,1367.0,264.0,655.0,635.0,3.0,1557.0,19.0,17.0,23.0,1.0,60.0,2984.0,71.3
1827,6-09C Trinity Lutheran Church,Chatham,3319.0,308.0,428.0,240.0,1.0,977.0,272.0,553.0,429.0,7.0,1261.0,15.0,9.0,11.0,0.0,35.0,2273.0,68.5
1825,6-06C The Light Church,Chatham,1543.0,140.0,209.0,93.0,0.0,442.0,139.0,183.0,152.0,0.0,474.0,10.0,4.0,4.0,0.0,18.0,934.0,60.5
1838,7-10C Progressive Rec Center,Chatham,4288.0,280.0,450.0,168.0,2.0,900.0,329.0,780.0,537.0,6.0,1652.0,23.0,18.0,17.0,0.0,58.0,2610.0,60.9
1852,8-09C Moses Jackson Center,Chatham,1362.0,11.0,5.0,7.0,0.0,23.0,261.0,199.0,204.0,8.0,672.0,8.0,1.0,2.0,0.0,11.0,706.0,51.8
1789,3-03C Savannah High School,Chatham,1185.0,14.0,30.0,20.0,0.0,64.0,199.0,204.0,130.0,4.0,537.0,2.0,2.0,3.0,1.0,8.0,609.0,51.4
1808,4-12C St Peters Episcopal,Chatham,2294.0,549.0,446.0,355.0,3.0,1353.0,117.0,163.0,338.0,0.0,618.0,10.0,2.0,4.0,0.0,16.0,1987.0,86.6
1784,2-09C Salvation Army,Chatham,3342.0,100.0,102.0,54.0,0.0,256.0,376.0,720.0,642.0,4.0,1742.0,17.0,5.0,5.0,0.0,27.0,2025.0,60.6
1783,2-07C Christ Community Church,Chatham,2808.0,94.0,78.0,48.0,0.0,220.0,343.0,570.0,431.0,3.0,1347.0,9.0,8.0,5.0,0.0,22.0,1589.0,56.6
1782,2-06C Eli Whitney Complex,Chatham,759.0,29.0,31.0,5.0,0.0,65.0,122.0,111.0,99.0,3.0,335.0,2.0,3.0,2.0,0.0,7.0,407.0,53.6
1781,2-05C Holy Spirit Lutheran Church,Chatham,2079.0,54.0,54.0,26.0,1.0,135.0,273.0,492.0,355.0,3.0,1123.0,14.0,3.0,5.0,0.0,22.0,1280.0,61.6
1780,2-04C Fellowship of Love Church,Chatham,3178.0,59.0,41.0,29.0,0.0,129.0,428.0,610.0,607.0,2.0,1647.0,9.0,8.0,6.0,0.0,23.0,1799.0,56.6
1779,2-03C W W Law Center,Chatham,1609.0,48.0,49.0,18.0,0.0,115.0,202.0,253.0,251.0,1.0,707.0,12.0,8.0,4.0,1.0,25.0,847.0,52.6
1778,2-02C Blackshear Community Center,Chatham,1714.0,44.0,74.0,42.0,1.0,161.0,212.0,264.0,229.0,8.0,713.0,10.0,2.0,9.0,0.0,21.0,895.0,52.2
1777,1-17C Islands Christian Church,Chatham,3136.0,447.0,811.0,408.0,0.0,1666.0,118.0,260.0,481.0,1.0,860.0,15.0,12.0,8.0,0.0,35.0,2561.0,81.7
1785,2-11C Stillwell Towers,Chatham,1900.0,66.0,65.0,32.0,0.0,163.0,295.0,268.0,273.0,3.0,839.0,10.0,1.0,1.0,0.0,12.0,1014.0,53.4
1776,1-16C Ferguson Ave Baptist,Chatham,2905.0,583.0,640.0,269.0,5.0,1497.0,140.0,217.0,231.0,1.0,589.0,10.0,7.0,7.0,0.0,24.0,2110.0,72.6
1774,1-13C The Sanctuary,Chatham,1396.0,246.0,236.0,106.0,1.0,589.0,92.0,141.0,181.0,0.0,414.0,5.0,7.0,2.0,0.0,14.0,1017.0,72.9
1773,1-12C Isle of Hope Baptist,Chatham,1909.0,483.0,363.0,233.0,1.0,1080.0,117.0,198.0,229.0,0.0,544.0,9.0,1.0,6.0,0.0,16.0,1640.0,85.9
1772,1-10C St Thomas Episcopal Church,Chatham,1101.0,319.0,166.0,140.0,1.0,626.0,70.0,105.0,125.0,0.0,300.0,12.0,2.0,2.0,1.0,17.0,943.0,85.6
1771,1-09C Immanuel Baptist Church,Chatham,739.0,81.0,60.0,37.0,3.0,181.0,70.0,95.0,100.0,0.0,265.0,2.0,0.0,3.0,0.0,5.0,451.0,61.0
1809,4-13C Skidaway Island Pres Church,Chatham,2469.0,470.0,469.0,434.0,2.0,1375.0,92.0,224.0,422.0,1.0,739.0,13.0,1.0,5.0,0.0,19.0,2133.0,86.4
