County,Registered Voters,Vann Irvin (I) (Dem)_Election Day Votes,Vann Irvin (I) (Dem)_Advanced Voting Votes,Vann Irvin (I) (Dem)_Absentee by Mail Votes,Vann Irvin (I) (Dem)_Provisional Votes,Vann Irvin (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Baker,2258.0,358.0,589.0,310.0,2.0,1259.0,1259.0,55.8,1259.0
