County,Registered Voters,Jane Jones Ingram_Election Day Votes,Jane Jones Ingram_Advanced Voting Votes,Jane Jones Ingram_Absentee by Mail Votes,Jane Jones Ingram_Provisional Votes,Jane Jones Ingram_Choice Total,"Carl Williams, III_Election Day Votes","Carl Williams, III_Advanced Voting Votes","Carl Williams, III_Absentee by Mail Votes","Carl Williams, III_Provisional Votes","Carl Williams, III_Choice Total",Total,calc_participation
Calhoun,1779.0,107.0,141.0,96.0,0.0,344.0,33.0,50.0,17.0,0.0,100.0,444.0,25.0
