County,Registered Voters,Mesha Mainor (Dem)_Election Day Votes,Mesha Mainor (Dem)_Advanced Voting Votes,Mesha Mainor (Dem)_Absentee by Mail Votes,Mesha Mainor (Dem)_Provisional Votes,Mesha Mainor (Dem)_Choice Total,Total,calc_participation
Fulton,45554.0,3107.0,11595.0,4778.0,184.0,19664.0,19664.0,43.2
