,Precinct,County,Registered Voters,Jeff Campbell_Election Day Votes,Jeff Campbell_Advanced Voting Votes,Jeff Campbell_Absentee by Mail Votes,Jeff Campbell_Provisional Votes,Jeff Campbell_Choice Total,Carolyn A. Maultsby_Election Day Votes,Carolyn A. Maultsby_Advanced Voting Votes,Carolyn A. Maultsby_Absentee by Mail Votes,Carolyn A. Maultsby_Provisional Votes,Carolyn A. Maultsby_Choice Total,Total,calc_participation
0,City Hall,Oconee,3910.0,127.0,624.0,216.0,0.0,967.0,71.0,325.0,117.0,0.0,513.0,1480.0,37.9
