County,Registered Voters,Wm (Smitty) Stephens (I)_Election Day Votes,Wm (Smitty) Stephens (I)_Advanced Voting Votes,Wm (Smitty) Stephens (I)_Absentee by Mail Votes,Wm (Smitty) Stephens (I)_Provisional Votes,Wm (Smitty) Stephens (I)_Choice Total,Total,calc_participation,Ind_total
Jackson,31240.0,741.0,3533.0,856.0,0.0,5130.0,5130.0,16.4,5130.0
