County,Registered Voters,Lindsey Tippins (I) (Rep)_Election Day Votes,Lindsey Tippins (I) (Rep)_Advanced Voting Votes,Lindsey Tippins (I) (Rep)_Absentee by Mail Votes,Lindsey Tippins (I) (Rep)_Provisional Votes,Lindsey Tippins (I) (Rep)_Choice Total,Vanessa Parker (Dem)_Election Day Votes,Vanessa Parker (Dem)_Advanced Voting Votes,Vanessa Parker (Dem)_Absentee by Mail Votes,Vanessa Parker (Dem)_Provisional Votes,Vanessa Parker (Dem)_Choice Total,Total,calc_participation,Rep_total,Dem_total
Cobb,146807.0,11966.0,31238.0,17001.0,33.0,60238.0,6114.0,21052.0,18158.0,46.0,45370.0,105608.0,71.9,60238.0,45370.0
