County,Registered Voters,Matt Dubnik (I) (Rep)_Election Day Votes,Matt Dubnik (I) (Rep)_Advanced Voting Votes,Matt Dubnik (I) (Rep)_Absentee by Mail Votes,Matt Dubnik (I) (Rep)_Provisional Votes,Matt Dubnik (I) (Rep)_Choice Total,Pat Calmes (Dem)_Election Day Votes,Pat Calmes (Dem)_Advanced Voting Votes,Pat Calmes (Dem)_Absentee by Mail Votes,Pat Calmes (Dem)_Provisional Votes,Pat Calmes (Dem)_Choice Total,Total
Hall,0.0,2112.0,7439.0,3320.0,6.0,12877.0,1218.0,3094.0,2635.0,7.0,6954.0,19831.0
