County,Registered Voters,Derry Bennett (I)_Election Day Votes,Derry Bennett (I)_Advanced Voting Votes,Derry Bennett (I)_Absentee by Mail Votes,Derry Bennett (I)_Provisional Votes,Derry Bennett (I)_Choice Total,Total,calc_participation,Ind_total
Cook,10632.0,1489.0,3872.0,838.0,0.0,6199.0,6199.0,58.3,6199.0
