County,Registered Voters,Edward LaJoie_Election Day Votes,Edward LaJoie_Advanced Voting Votes,Edward LaJoie_Absentee by Mail Votes,Edward LaJoie_Provisional Votes,Edward LaJoie_Choice Total,Daniel Martin_Election Day Votes,Daniel Martin_Advanced Voting Votes,Daniel Martin_Absentee by Mail Votes,Daniel Martin_Provisional Votes,Daniel Martin_Choice Total,Sami Welch_Election Day Votes,Sami Welch_Advanced Voting Votes,Sami Welch_Absentee by Mail Votes,Sami Welch_Provisional Votes,Sami Welch_Choice Total,Total,calc_participation
Richmond,523.0,65.0,14.0,14.0,0.0,93.0,94.0,19.0,44.0,0.0,157.0,70.0,11.0,26.0,0.0,107.0,357.0,68.3
