County,Registered Voters,Marie Metze (I) (Dem)_Election Day Votes,Marie Metze (I) (Dem)_Advanced Voting Votes,Marie Metze (I) (Dem)_Absentee by Mail Votes,Marie Metze (I) (Dem)_Provisional Votes,Marie Metze (I) (Dem)_Choice Total,Total,calc_participation,Dem_total
Fulton,49285.0,3177.0,16046.0,7718.0,100.0,27041.0,27041.0,54.9,27041.0
