County,Registered Voters,Brad Thomas (Rep)_Election Day Votes,Brad Thomas (Rep)_Advanced Voting Votes,Brad Thomas (Rep)_Absentee by Mail Votes,Brad Thomas (Rep)_Provisional Votes,Brad Thomas (Rep)_Choice Total,William D. Hughes (Dem)_Election Day Votes,William D. Hughes (Dem)_Advanced Voting Votes,William D. Hughes (Dem)_Absentee by Mail Votes,William D. Hughes (Dem)_Provisional Votes,William D. Hughes (Dem)_Choice Total,Total,calc_participation
Cherokee,56500.0,5851.0,14992.0,4944.0,0.0,25787.0,1411.0,4608.0,3662.0,0.0,9681.0,35468.0,62.8
