County,Registered Voters,Lori Todd Boyen (I) (Rep)_Election Day Votes,Lori Todd Boyen (I) (Rep)_Advanced Voting Votes,Lori Todd Boyen (I) (Rep)_Absentee by Mail Votes,Lori Todd Boyen (I) (Rep)_Provisional Votes,Lori Todd Boyen (I) (Rep)_Choice Total,Total,calc_participation
Glascock,2039.0,364.0,677.0,171.0,0.0,1212.0,1212.0,59.4
