County,Registered Voters,Chad Galloway (I) (Rep)_Election Day Votes,Chad Galloway (I) (Rep)_Advanced Voting Votes,Chad Galloway (I) (Rep)_Absentee by Mail Votes,Chad Galloway (I) (Rep)_Provisional Votes,Chad Galloway (I) (Rep)_Choice Total,Theresa (TC) Dillard (Dem)_Election Day Votes,Theresa (TC) Dillard (Dem)_Advanced Voting Votes,Theresa (TC) Dillard (Dem)_Absentee by Mail Votes,Theresa (TC) Dillard (Dem)_Provisional Votes,Theresa (TC) Dillard (Dem)_Choice Total,Total,calc_participation
Fannin,20399.0,3576.0,5089.0,2044.0,19.0,10728.0,887.0,1559.0,1257.0,1.0,3704.0,14432.0,70.7
